Atoll,Image date/time (UTC),Maxar Image ID,Target lat,Off-nadir angle,Sun elevation,Sun azimuth,Target azimuth,Camera elevation,Camera azimuth,Sun RA,Sun d,Camera RA,Camera d,phase angle,Best classification phase angle
Likiep,1/21/2020 23:13,10300100A23BD000,9.897,25.9831,51.328,140.1044,344.1148,64.0169,164.1148,334.7951919,-19.75977324,352.8650911,-15.10567659,17.84490781,none
Liot,11/8/2017 1:06,10300100735D8200,-1.409444,15.6505,68.866,137.12,101.6614,74.3495,281.6614,345.1599216,-16.68243651,15.32690854,1.766487975,35.02190581,all
Lisianski,5/29/2020 22:17,10300100A8A25000,26.064,29.7172,72.1799,99.0745,5.3225,60.2828,185.3225,340.9750965,22.02039184,2.640653359,-3.542974386,33.20233477,5
Losap,6/30/2019 0:40,1030010095C06A00,6.8789,27.699,66.0982,44.9464,62.324,62.301,242.324,341.8533266,23.21621919,24.46142018,-6.217254281,50.9695785,all
Lukunor,2/18/2018 0:16,1030010077C29200,5.5185,20.3248,59.2103,124.0076,262.4817,69.6752,82.4817,334.3227436,-11.6750669,339.6620409,7.782686008,20.16938637,all
Maiana,10/8/2018 23:12,10300100858A0C00,0.9321,25.29,72.8774,114.6384,37.9933,64.71,217.9933,344.3855312,-6.152604012,16.1263657,-18.77884069,33.38100328,none
Majuro,11/4/2018 23:18,10300100868B8100,7.1137,21.3875,62.9906,146.7044,17.3439,68.6125,197.3439,345.0103578,-15.44635702,6.413846267,-13.3031226,20.83495079,none
Majuro,5/14/2016 23:18,1030010056D54500,7.1137,24.0543,68.3359,54.7787,109.5243,65.9457,289.5243,341.3944219,19.04816391,23.36458527,14.37453084,40.37651482,all
Majuro,7/24/2018 23:04,1.03001E+15,7.1137,23.03,63.4429,59.1329,282.1459,66.97,102.1459,335.9319145,19.77852928,337.5017453,1.850430774,17.99368638,none
Majuro,5/14/2016 23:17,1030010056A09700,7.1137,29.2139,68.511,54.7442,134.1854,60.7861,314.1854,341.5600871,18.96886992,23.01418845,26.46464774,38.79700516,none
Majuro,9/29/2019 23:11,103001009B656E00,7.1137,14.5357,69.0907,116.753,357.5402,75.4643,177.5402,341.3980423,-2.50645655,359.377613,-7.408740829,18.56509578,20
Majuro,7/24/2018 23:04,103001008239D800,7.1137,26.9665,63.2465,59.3298,305.4981,63.0335,125.4981,335.7030848,19.78158632,338.0706643,-8.680123571,28.55702965,10
Makalom,6/2/2020 23:18,10300100A8BD7C00,-10.168611,24.2137,49.7559,35.2372,174.4238,65.7863,354.4238,336.1835519,22.62048423,2.353294056,13.93228791,26.27420035,all
Makemo,3/29/2020 19:53,10300100A4B36700,-16.618,18.5657,57.321,54.2061,176.76,71.4343,356.76,333.9730569,3.54779636,1.031674722,1.919742261,27.0753123,all
Makemo,10/29/2019 19:53,103001009BACDB00,-16.618,24.8854,69.1411,84.9295,351.1842,65.1146,171.1842,338.5872608,-13.71487265,355.0874809,-41.13997235,30.96473821,20
Makemo,10/29/2019 19:52,103001009C0FC700,-16.618,18.8884,69.2235,85.1294,344.8236,71.1116,164.8236,338.65714,-13.79990198,354.0798077,-34.74850446,25.15411206,all
Makemo,2/20/2020 19:54,10300100A24F2900,-16.618,6.7277,61.982,82.3869,40.6071,83.2723,220.6071,331.6722575,-11.11839788,4.70629215,-21.66907522,33.31291124,all
Makemo,11/4/2018 20:04,103001008722D800,-16.618,24.7418,72.0704,89.721,15.0552,65.2582,195.0552,341.350336,-15.70378512,8.197127691,-40.3172837,33.89878537,none
Makin,9/5/2016 23:13,103001005C78A800,3.38,27.1509,71.5181,79.3726,99.787,62.8491,279.787,341.7223456,6.561977891,26.97083351,7.463634316,44.90000949,all
Maloelap,4/9/2020 23:03,10300100A57D9000,8.7375,20.8625,66.7048,89.8224,334.93,69.1375,154.93,336.4566858,8.09042427,351.1807802,-10.18832255,23.43060674,all
Maloelap,7/29/2018 23:19,103001008121AD00,8.7375,19.8124,67.585,61.9685,189.2018,70.1876,9.2018,339.2094762,18.51490105,356.4717513,28.2690693,18.57172754,none
Maloelap,6/7/2019 23:10,10300100935A4C00,8.7375,20.7116,65.3777,52.8675,335.2682,69.2884,155.2682,338.8890272,22.74822448,351.3560891,-10.102316,35.04712112,5
Maloelap,3/29/2018 23:04,103001007A294400,8.7375,29.8955,65.8014,100.2658,246.301,60.1045,66.301,336.1571266,3.804771449,331.0911451,19.25057314,16.21860719,none
Maloelap,3/13/2020 22:57,10300100A4669500,8.7375,26.8862,60.8768,111.3973,307.4586,63.1138,127.4586,333.0277647,-2.45282061,338.7552045,-7.837000426,7.842474765,all
Malum,11/2/2014 0:23,1.03001E+15,-3.1461,16.9203,70.8493,127.4287,21.4451,73.0797,201.4451,344.388016,-14.53237579,6.45562145,-18.84384533,21.55645137,10
Malum,4/23/2017 0:01,1030010068B90500,-3.1461,26.4825,60.9071,56.7174,251.1566,63.5175,71.1566,335.3839892,12.6189692,334.9170652,5.43320943,7.200520511,10
Manihi,9/13/2016 20:02,103001005C6B0E00,-14.4038,9.7057,59.9176,55.2539,212.7197,80.2943,32.7197,335.6288571,3.523148522,354.740841,-6.189387433,21.41317445,all
Manihi,9/13/2016 20:02,103001005B301900,-14.4038,15.813,60.0033,55.2217,201.505,74.187,21.505,335.7070542,3.484259396,354.2668693,0.356333703,18.80889549,all
Manihi,9/13/2016 20:01,103001005DA9EC00,-14.4038,22.2184,60.043,55.0521,195.2568,67.7816,15.2568,335.7900883,3.527712626,354.2454237,7.068730121,18.71091734,all
Manihiki,9/6/2018 21:11,1.03001E+15,-10.4259,12.3405,62.1533,54.9603,324.9399,77.6595,144.9399,337.3859653,5.955201738,352.4727546,-20.41610511,30.25330866,5
Manra,7/20/2018 22:14,10300100816C1C00,-4.4556,27.4981,58.7937,36.2752,87.1053,62.5019,267.1053,340.8979552,20.48688213,27.58737644,-5.287686654,52.58532972,none
Manu,3/19/2015 1:02,103001003D84C900,-1.310278,3.9121,67.193,88.8161,29.7358,86.0879,209.7358,337.1960849,-0.748990624,1.945831484,-4.705835112,25.0310272,15
Manuae,10/20/2017 21:13,1030010072866C00,-19.2697,21.6121,71.6307,65.0148,99.9182,68.3879,279.9182,343.0936083,-10.80962692,21.98787244,-14.29583746,38.08165928,none
Manuhangi,9/11/2016 19:38,103001005D38F800,-19.2011,13.0806,55.4689,50.0121,332.4388,76.9194,152.4388,334.1844156,4.190262505,353.008276,-30.65234092,39.2098619,15
Mapia,11/24/2014 1:47,103001003BA87200,0.8824,21.5854,63.9122,145.6614,166.6515,68.4146,346.6515,344.6495559,-20.44045245,5.250557064,21.85299114,46.83563447,all
Mapia,1/5/2011 1:51,1030010008A67900,0.8824,8.7569,59.9487,142.7369,103.5309,81.2431,283.5309,340.8187754,-22.65438378,8.523114275,2.913975919,37.2112317,all
Marakei,8/9/2016 23:09,103001005A649200,2.0014,26.5885,65.4243,54.7362,110.2471,63.4115,290.2471,339.3379058,15.76708584,25.30162521,10.72117208,44.94123476,all
Maria_Est,7/10/2014 19:34,1.03001E+15,-22.016,5.6463,40.1839,29.3769,0.7078,84.3537,180.7078,336.1509667,22.04367408,0.078623019,-27.66184977,54.81896156,all
Marokau,4/17/2018 19:53,103001007DAD6300,-18.0605,10.3915,52.8972,41.1147,338.7323,79.6085,158.7323,336.1946498,10.6513301,355.7625213,-27.69361904,42.77447512,all
Marokau,5/11/2019 19:51,1030010092B10D00,-18.0605,26.1626,47.1234,33.8983,1.1073,63.8374,181.1073,336.4771505,18.04436403,0.681188858,-44.2168416,66.07531289,none
Marokau,4/25/2018 20:00,103001007CCE0900,-18.0605,25.8726,52.0399,35.6966,26.3415,64.1274,206.3415,338.3555396,13.32642797,14.77399758,-40.59741197,63.60457284,all
Marutea_Nord,3/29/2020 19:53,10300100A3527D00,-21.5207,25.929,57.3506,54.056,179.454,64.071,359.454,334.0990701,-0.817541523,0.239447459,4.407238626,26.63567696,5
Marutea_Nord,9/29/2019 19:56,103001009A4F5D00,-21.5207,19.5697,64.6087,59.0568,183.8654,70.4303,3.8654,338.2388194,-7.255208674,358.7053611,-1.991637689,21.0602621,all
Marutea_Sud,5/21/2016 19:07,1030010057CE4700,-21.5207,12.2041,40.2066,34.8514,293.4363,77.7959,113.4363,332.2766703,20.25719861,347.5488389,-25.89756113,48.47783966,none
Marutea_Sud,6/5/2019 19:31,10300100927C7800,-21.5207,26.0233,40.9296,27.6467,39.144,63.9767,219.144,337.7042749,22.47442854,21.2788559,-40.25506712,74.69897309,none
Mataiva,12/19/2009 20:19,1.03001E+15,-14.8831,16.3189,66.5012,115.0952,172.6817,73.6811,352.6817,336.8092856,-23.51469951,2.051707112,1.30901651,34.90842208,all
Matema,8/30/2019 23:21,1030010097A71200,-10.293056,26.7573,59.5886,51.5467,3.1731,63.2427,183.1731,336.3400839,8.953487347,1.788175464,-37.00161718,51.78019694,none
Matureivavao,8/7/2019 19:10,10300100981F1300,-21.4721,27.6883,42.1069,40.6959,275.0692,62.3117,95.0692,329.7614517,16.1415012,330.2254289,-21.24390095,37.38817216,5
Marutea_Nord,8/12/2016 19:44,103001005AAD9700,-21.5207,22.8185,47.8575,42.6857,346.5302,67.1815,166.5302,332.4152333,10.76826264,352.8402008,-43.54948654,57.41670637,all
McKean,3/25/2018 22:16,103001007A8D7000,-3.5954,27.7328,67.772,75.6799,23.1706,62.2672,203.1706,338.4835543,2.024816429,12.06616603,-28.84731815,44.58521531,all
Mejit,2/20/2020 23:08,10300100A431D400,10.283333,29.6385,57.0889,129.0186,355.471,60.3615,175.471,334.5516485,-10.76077035,357.6292579,-19.26292558,23.82354906,none
Merir_Melieli,2/18/2018 1:56,103001007772ED00,4.324,11.4026,62.9007,126.3125,119.3301,78.5974,299.3301,337.9889583,-11.64663237,10.07396198,9.815436353,38.44038566,none
Midway_Atoll,3/15/2019 22:54,103001008E676B00,28.237,19.756,56.2896,150.2849,73.6202,70.244,253.6202,344.0238398,-1.781449582,20.35213403,21.17970347,42.30078038,none
Mili,6/18/2019 23:04,103001009409F900,6.1312,13.8762,62.4442,48.1785,240.3671,76.1238,60.3671,337.8888044,23.6657626,347.6564615,12.8024073,14.27290386,all
Mili,7/5/2016 22:59,1030010058B91900,6.1312,14.0929,61.1034,52.3165,220.0022,75.9071,40.0022,335.4941416,22.78139126,350.589797,16.80084009,15.39906903,none
Mili,7/24/2016 23:00,103001005BBD8200,6.1312,24.8802,62.2085,58.3723,349.5745,65.1198,169.5745,335.0539572,19.73012166,355.3997807,-18.33165657,42.97925961,none
Mili,10/13/2016 23:09,10300100605D8E00,6.1312,27.0767,67.6072,129.1866,176.8697,62.9233,356.8697,342.6483042,-8.081211945,1.701478561,33.16166964,45.04786691,none
Mili,3/13/2016 23:06,1030010053A18000,6.1312,26.3155,64.9192,109.1721,36.8924,63.6845,216.8924,336.3759675,-2.388727034,15.98349672,-14.87917585,41.00503152,all
Mili,3/27/2016 22:49,10300100531EC000,6.1312,24.3552,63.0812,95.0303,314.5267,65.6448,134.5267,333.1480643,3.196689359,342.5740569,-10.96631799,16.98746859,15
Mili,10/13/2016 23:09,103001005E28CD00,6.1312,22.7016,67.7412,129.5512,170.1428,67.2984,350.1428,342.8415555,-8.104288887,4.31001201,28.46295902,42.03183834,all
Mili,10/16/2016 22:58,103001005EBD9800,6.1312,23.2915,65.0181,127.7848,226.4697,66.7085,46.4697,340.2352762,-9.234097859,342.0355675,21.64637833,30.93099158,5
Mili,6/5/2016 23:06,103001005772D600,6.1312,12.9088,63.6363,48.6953,144.3405,77.0912,324.3405,338.7892318,22.77623134,7.80788242,16.53370725,27.98050164,15
Mili,6/5/2016 23:07,1.03001E+15,6.1312,12.5907,63.92,48.2217,82.5846,77.4093,262.5846,339.1715688,22.77764797,12.52074582,4.373875834,37.11037602,all
Mole,8/16/2016 0:29,103001005C612300,-2.871111,22.263,58.3938,57.8872,260.02,67.737,80.02,332.8223114,13.62606078,338.0872175,1.101293265,13.56536956,all
Mopelia,11/8/2016 20:37,1.03001E+15,-16.8098,27.6748,70.396,93.5565,14.4877,62.3252,194.4877,339.5022721,-16.99904515,9.196068648,-43.35996475,36.41745077,5
Morane,5/29/2020 19:10,10300100A8476200,-23.1569,26.7286,37.0552,34.2616,329.2137,63.2714,149.2137,331.086219,21.68269157,341.01774,-44.9496369,67.24603321,none
Moruroa,8/7/2018 19:38,1030010084B62200,-21.8347,25.1808,44.2543,35.5039,4.4175,64.8192,184.4175,334.3085312,16.36184051,2.749989327,-46.91699167,68.25072788,5
Moruroa,10/16/2016 19:46,103001005C7F4000,-21.8347,27.3776,67.9616,57.8864,127.7006,62.6224,307.7006,341.2195404,-9.183272874,21.39025131,-3.969775773,40.21998875,all
Motu_One,8/3/2010 20:49,1.03E+211,-15.8143,17.1461,49.8277,36.1975,23.2748,72.8539,203.2748,336.5211007,17.01598323,7.843935224,-31.39773141,56.98990785,none
Motutunga,3/31/2018 20:17,103001007960ED00,-17.1036,24.7404,60.2649,45.8043,119.3716,65.2596,299.3716,339.1076136,4.306609256,21.44648003,-4.066697703,43.12148754,none
Mouse,8/16/2016 0:29,103001005C612300,-2.897222,22.263,58.3938,57.8872,260.02,67.737,80.02,332.8251997,13.60283229,338.0874027,1.07706869,13.56536956,5
Murilo,5/20/2019 0:48,1.03001E+15,8.681,25.0114,69.6703,54.1188,160.255,64.9886,340.255,342.5632961,20.04906191,9.698238343,32.01630746,27.05153431,20
Murilo,4/12/2019 0:47,103001008F0D2400,8.681,25.1802,71.872,89.261,36.9798,64.8198,216.9798,341.6662738,8.476762255,15.13992553,-11.50180437,38.82483341,none
Murilo,6/27/2019 0:50,10300100960C9B00,8.681,27.4761,67.5259,47.3593,59.6263,62.5239,239.6263,342.1722511,23.29403315,23.57361827,-5.549725168,49.64812429,all
Mwoakilloa,12/18/2014 0:19,103001003A677D00,6.6799,28.3362,56.7882,155.0789,120.3786,61.6638,300.3786,345.4424901,-23.3309745,25.82022342,19.92489136,58.48901312,all
Nadikdik,4/4/2016 22:54,10300100536B6100,5.891111,22.58,65.2713,88.3519,343.3923,67.42,163.3923,335.1349782,6.038338229,353.4528641,-15.73816328,28.34125985,all
Nama,2/22/2020 0:10,10300100A153BC00,6.99,28.7606,57.0887,121.607,239.7799,61.2394,59.7799,331.9353188,-10.3975522,333.6843129,20.30746342,30.75320224,all
Namoluk,6/11/2019 0:40,10300100925AA100,5.9137,28.0713,66.5003,41.3773,79.1034,61.9287,259.1034,343.3503012,23.08522347,27.52185423,0.13913423,48.64131097,none
Namonuito,3/5/2018 1:05,1030010078A95B00,8.591,29.8664,63.5837,122.964,9.202,60.1336,189.202,337.9530674,-6.060086045,4.889568279,-20.88628872,30.0131094,none
Namorik,7/9/2019 23:31,10300100952F4500,5.6137,12.2225,64.1782,47.6464,98.5543,77.7775,278.5543,339.6344642,22.33951439,12.18453188,7.293002074,34.75456887,all
Namu,9/18/2019 23:14,1.03001E+15,7.9867,28.2826,67.3417,105.2249,235.9007,61.7174,55.9007,338.1696326,1.60648683,334.8363055,22.669655,21.31056243,20
Namu,6/29/2020 23:19,10300100A8789D00,7.9867,18.1663,63.2314,52.1578,25.863,71.8337,205.863,337.1919765,23.43329783,7.901613258,-8.384164488,43.74374023,all
Namu,11/29/2012 23:50,103001001D15AD00,7.9867,13.3747,58.3846,159.4656,103.1081,76.6253,283.1081,348.5950996,-21.58144212,13.25834871,10.78513324,40.42017778,5
Namu,5/21/2019 23:34,1.03001E+15,7.9867,21.3972,69.2148,51.295,143.4119,68.6028,323.4119,342.8073435,20.46586463,13.86022777,24.80069423,28.92433286,10
Nanuku,3/19/2011 22:40,1.03001E+15,-16.715,18.239,63.2631,53.7754,133.4738,71.761,313.4738,338.7195321,-0.127656217,13.15802376,-3.837199279,34.61053348,none
Nanumanga,5/23/2020 22:46,10300100A606A800,-6.2885,22.4034,56.07,37.3043,58.5688,67.5966,238.5688,338.8268296,20.51404336,19.92388204,-17.38666309,55.33039719,none
Nanumea,12/16/2011 23:11,10300100108EB800,-5.647222,33.6142,67.5193,142.0589,41.0261,56.3858,221.0261,345.2003921,-23.01779465,24.76642581,-29.83881932,35.90319462,all
Napuka,6/26/2019 19:54,10300100940C5000,-14.1726,24.7415,46.1073,31.5783,173.5039,65.2585,353.5039,336.7074881,23.34248767,2.759491392,10.41708702,28.00439776,all
Nassau,8/18/2010 21:42,10300100069D9F00,-11.55,18.2547,58.1485,40.7174,128.9902,71.7453,308.9902,339.3266065,12.81508195,14.09139234,0.169041642,36.7084027,all
Nengonengo,5/26/2017 19:49,103001006956B700,-18.7518,15.7625,43.8637,31.2368,195.3642,74.2375,15.3642,336.364155,21.16079794,355.8647792,-3.516880689,31.20960902,all
Nengonengo,5/26/2017 19:49,103001006A640600,-18.7518,11.8374,43.8161,31.3579,201.8931,78.1626,21.8931,336.257661,21.1551657,355.5729236,-7.723646783,34.55059774,5
Neoch,1/4/2020 0:16,10300100A18FAB00,7.113056,21.4685,51.2364,141.2645,279.8741,68.5315,99.8741,334.8437369,-22.83507886,338.8337757,3.035692566,26.16216067,all
Ngcheangel,2/4/2014 1:54,103001002C442D00,8.0727,7.2823,58.5192,140.5097,19.6577,82.7177,199.6577,339.7657435,-16.21571751,2.444462044,1.209547183,28.37183892,all
Ngulu,3/18/2020 1:31,10300100A5CF5D00,8.4507,28.2851,66.5286,112.111,38.3177,61.7149,218.3177,338.3440039,-0.773006341,17.60905804,-13.78826723,40.96916516,10
Ngulu,2/17/2020 1:34,10300100A2682C00,8.4507,30.6728,59.545,132.3184,155.9478,59.3272,335.9478,337.4554911,-12.17259961,14.88371049,35.95730694,59.69940515,all
Niau,8/19/2019 20:07,103001009738CE00,-16.1554,25.9121,52.2489,43.0228,0.3738,64.0879,180.3738,334.7075441,12.11743823,0.220035918,-42.06681058,59.04220272,none
Niau,8/19/2019 20:05,1030010097D1D400,-16.1554,14.2439,52.009,43.4008,217.0264,75.7561,37.0264,334.3668644,12.13885603,351.4509655,-4.646654786,23.87997138,10
Niau,11/19/2010 20:26,1.03001E+15,-16.1554,18.5534,74.3922,104.1049,72.8732,71.4466,252.8732,343.9472026,-19.32714505,18.97186978,-20.71897986,32.87385132,none
Niau,3/31/2015 20:25,103001004088B400,-16.1554,23.8908,61.1771,47.9702,96.6164,66.1092,276.6164,338.9677228,3.799054329,24.29500928,-12.09785572,47.77490251,all
Nifiloli,9/19/2018 23:13,1030010085B6BF00,-10.186944,27.6086,63.6482,65.1657,248.0373,62.3914,68.0373,336.2366393,1.432959038,334.5427076,0.794686222,1.80988474,10
Nihiru,5/8/2019 20:00,10300100922FA900,-16.6922,9.7114,49.8666,33.5994,51.3757,80.2886,231.3757,338.0828614,17.13688005,8.205697468,-22.57996419,49.45451659,10
Nihiru,5/8/2019 19:59,1030010090650B00,-16.6922,21.8508,49.8024,33.737,174.3714,68.1492,354.3714,337.9683121,17.14093568,2.100198113,5.059722748,26.53445205,none
Nikumaroro,10/31/2019 21:55,103001009D955F00,-4.6764,22.9669,66.7976,115.7861,269.0187,67.0331,89.0187,338.5325416,-14.22615146,336.9796492,-3.922378671,10.41692829,all
Nikunau,7/27/2016 22:50,103001005A056C00,-1.3475,19.4991,60.0342,46.5717,81.3227,70.5009,261.3227,337.4634388,18.83840635,19.31990885,-4.158305281,47.18361871,all
Ninigo,3/20/2017 0:57,10300100658A9F00,-1.2667,18.0108,66.6685,87.3756,16.7528,71.9892,196.7528,336.6943592,-0.124248439,5.392093178,-18.48303285,33.63279269,all
Ninigo,2/14/2012 1:18,1.03001E+15,-1.2667,23.6608,67.1769,122.4471,158.8819,66.3392,338.8819,340.3530749,-13.20490287,8.893931845,20.7339414,44.02915936,none
Nissan,2/16/2020 23:59,103001009F028000,-4.51,25.0536,59.9637,106.9052,317.7531,64.9464,137.7531,330.6471894,-12.30857876,342.0425296,-22.56532869,14.93150039,none
Nissan,6/18/2018 0:07,103001007E78BA00,-4.51,29.276,53.5442,39.1792,231.8205,60.724,51.8205,335.8709016,23.32450093,336.7177609,13.45898301,9.898085351,none
Nissan,1/31/2016 23:56,103001005040D600,-4.51,27.7418,57.948,116.0272,222.9528,62.2582,42.9528,330.0200999,-17.3849895,340.7663989,15.66713491,34.70844397,all
Niulakita,10/17/2016 22:27,103001005DB22100,-10.789,3.2941,70.2736,88.6422,78.7253,86.7059,258.7253,339.9817082,-9.691938041,3.295724152,-11.41530983,22.97800517,all
Niutao,7/6/2018 22:29,1030010081B1A600,-6.1087,27.5347,51.316,40.9383,272.5825,62.4653,92.5825,333.6385025,22.73094991,332.2959547,-6.607827754,29.36817505,none
Nomwin,2/8/2020 0:26,10300100A17ABE00,8.5345,2.6978,55.7503,133.6831,331.6301,87.3022,151.6301,335.0579403,-15.17299374,358.711034,6.158767473,31.69275232,all
Nomwin,12/13/2019 0:25,103001009DB95D00,8.5345,17.2063,52.6709,148.1261,216.2667,72.7937,36.2667,339.6384849,-23.03211949,349.1067845,22.1868324,46.14859164,none
Nonouti,9/21/2019 23:07,103001009B0CD600,-0.6534,23.9378,73.022,85.6304,98.6721,66.0622,278.6721,343.0717186,0.649728069,23.67971167,2.909074916,40.64772892,all
Nonouti,9/21/2019 23:07,103001009915FB00,-0.6534,23.1246,72.8147,85.9097,112.0075,66.8754,292.0075,342.8589138,0.583222489,21.56549431,7.855234604,39.25048825,5
Nonouti,7/13/2019 22:46,1.03001E+15,-0.6534,24.3671,56.3699,46.3759,313.4232,65.6329,133.4232,334.4047152,21.87482423,341.7291761,-17.09580634,39.62539434,5
Nuguria,4/23/2017 0:01,10300100692B6C00,-3.3195,28.0611,61.0089,56.5756,240.8874,61.9389,60.8874,335.5257636,12.46714571,335.3164524,10.21764346,2.258842823,none
Nuguria,3/24/2017 0:10,1030010064A94600,-3.3195,27.0571,65.2692,79.2022,358.3876,62.9429,178.3876,335.7270865,1.469892058,359.1500302,-30.36465919,38.87679036,all
Nuguria,7/31/2019 0:01,10300100957F7700,-3.3195,29.545,55.9941,49.2235,321.9864,60.455,141.9864,333.4808221,18.46083304,340.2542364,-25.99063193,44.9362583,none
Nui,3/27/2018 22:43,103001007AB9B100,-7.2258,24.6698,64.7844,67.3324,2.9566,65.3302,182.9566,336.8217968,2.813501985,1.452436583,-31.85841124,41.82060883,none
Nui,3/13/2011 22:55,1.03001E+12,-7.2258,34.6422,68.4145,79.2219,177.2115,55.3578,357.2115,338.7874547,-2.791862247,1.784572072,27.37330872,37.43083849,5
Nukapu,7/20/2019 23:29,10300100958B8700,-10.0906,26.4987,51.5194,36.2275,164.7509,63.5013,344.7509,336.8155029,20.91828341,6.994438331,15.48646946,29.13214113,none
Nukulaelae,6/28/2020 22:20,10300100A809D100,-9.3872,1.1172,48.7554,37.514,50.9028,88.8828,230.9028,334.10911,23.15984412,0.880634477,-10.09063492,42.33208423,all
Nukulaelae,6/28/2020 22:20,10300100A9BE7800,-9.3872,5.3845,48.8553,37.3258,25.9004,84.6155,205.9004,334.2821774,23.16493087,2.423504081,-14.2213568,46.43252574,none
Nukumanu,6/1/2020 23:54,10300100A784A800,-4.5429,16.4644,55.5336,37.0295,101.1801,73.5356,281.1801,338.3281369,22.64806397,16.14703805,-1.213453304,43.88609445,5
Nukumanu,6/1/2020 23:54,10300100A7D0C100,-4.5429,20.4309,55.733,36.8128,72.5108,69.5691,252.5108,338.5691042,22.57566197,19.77905661,-10.29988735,52.06129099,all
Nukumbasanga,6/28/2020 22:22,10300100AA7C2700,-16.3101,21.5925,43.8836,32.022,132.3486,68.4075,312.3486,335.4563278,23.06759496,15.78625521,-1.32957784,46.20369753,all
Nukunonu,7/7/2020 21:48,10300100A86F9B00,-9.1687,17.6448,49.4845,38.4157,176.2938,72.3552,356.2938,334.1080849,22.41911204,1.13498671,8.439848503,29.48044346,20
Nukunonu,7/7/2020 21:49,10300100A8315900,-9.1687,7.2766,49.5372,38.3278,46.9183,82.7234,226.9183,334.192101,22.41749267,5.473172825,-14.09124638,47.66796981,all
Nukuoro,5/30/2020 0:02,10300100A5532600,3.8478,16.1521,60.8232,49.8287,324.4897,73.8479,144.4897,336.3357325,21.86129935,350.576286,-9.292836153,34.14352814,none
Nukuoro,5/30/2020 0:01,10300100A7335E00,3.8478,25.8931,60.5943,50.1598,218.3545,64.1069,38.3545,336.0336113,21.85777716,342.7853688,23.70618987,6.492735656,none
Nukusemanu,6/28/2020 22:22,10300100A99B5100,-16.3375,18.5666,43.8298,32.1328,119.5575,71.4334,299.5575,335.3565009,23.04321989,16.19156654,-6.657143244,49.74767978,all
Nukutavake,1/12/2018 19:45,1.03001E+15,-19.28,13.6198,66.9208,99.9904,151.1238,76.3802,331.1238,335.4689483,-21.58925152,6.582525676,-7.253790785,33.26213707,5
Nupani,5/12/2017 23:26,10300100694FBA00,-10.0834,31.2747,54.1015,36.7682,12.3162,58.7253,192.3162,338.2511039,18.70063977,8.369403915,-40.46623307,65.46501309,none
Oeno,9/27/2010 19:12,1030010007A77800,-23.9254,6.4115,60.4131,44.9412,104.1664,83.5885,284.1664,339.5760953,-1.903113542,6.716165315,-22.21165325,33.28427638,all
Ofolanga,2/28/2020 21:40,10300100A4A58000,-19.600278,24.9469,56.4874,73.8284,276.1994,65.0531,96.1994,327.6452028,-7.748665437,333.4420182,-20.30795962,13.75544615,all
Olimarao,1/9/2019 1:07,10300100891EEC00,7.6901,18.2614,54.9075,148.4893,99.0019,71.7386,279.0019,341.0766955,-22.10013156,18.32349927,10.11730603,48.70081288,none
Onotoa,5/9/2019 22:39,10300100922,-1.8776,24.6892,59.7415,49.4436,267.251,65.3108,87.251,336.3453751,17.40708152,335.3398582,-0.558477285,17.99283216,none
Onotoa,12/4/2019 22:42,103001009F98CC00,-1.8776,19.2768,60.9148,136.3067,221.5651,70.7232,41.5651,338.7139742,-22.3290151,347.0367588,12.47100887,35.74383643,5
Ontong_Java,5/19/2020 23:32,10300100A71B9400,-5.349,25.2069,54.0794,45.056,253.0218,64.7931,73.0218,333.8285069,19.70207201,335.9430759,2.262398412,17.56172582,all
Ontong_Java,5/8/2020 23:38,10300100A47E3900,-5.349,19.7678,56.5936,47.448,310.7136,70.2322,130.7136,334.9005844,17.03097946,344.3715843,-17.90107204,36.15446602,all
Ontong_Java,5/8/2020 23:38,10300100A5C34900,-5.349,15.8638,56.5831,47.2793,282.6021,74.1362,102.6021,334.9546115,17.10890415,344.3488392,-8.571965127,27.3087659,all
Ontong_Java,5/8/2020 23:38,10300100A75DD000,-5.349,17.5416,56.6831,47.2935,254.1715,72.4584,74.1715,335.029409,17.03855777,343.1434169,-0.403142472,19.18695077,none
Ontong_Java,5/5/2020 23:48,10300100A5BA5D00,-5.349,22.2839,58.8031,45.7584,181.9822,67.7161,1.9822,337.2597571,16.26452686,359.2144745,16.92136977,21.03994287,all
Oroluk,1/26/2020 0:05,10300100A2C23000,7.5134,26.2957,52.8527,135.5324,226.0224,63.7043,46.0224,333.4503371,-18.84576754,339.4104741,24.97342683,44.20162833,all
Orona,9/7/2016 22:00,103001005B15EC00,-4.5118,23.2844,66.3351,64.9758,160.5909,66.7156,340.5909,338.5653935,5.57861592,7.913466249,17.42264326,31.03679835,all
Pakin,6/12/2016 23:47,1030010058D74000,7.0565,28.0399,60.8212,53.5609,236.856,61.9601,56.856,334.7312269,23.24394008,335.0071974,21.31522661,1.945543408,none
Palmerston,9/30/2016 21:17,103001005D70DF00,-18.0474,28.0843,64.4751,57.2269,31.6407,61.9157,211.6407,338.7204313,-3.312879034,19.06281682,-40.87414399,52.18002901,none
Papialou,9/22/2014 0:37,10300100372B9B00,-2.731111,26.0039,68.2327,81.9163,276.5215,63.9961,96.5215,338.4591565,0.449001641,334.0572056,-5.311124225,7.246030414,none
