atoll,metric,value
Aranuka,reef_slope_perc,7.1
Aratika,reef_slope_perc,8.26
Ari,reef_slope_perc,15.19
Arno,reef_slope_perc,16.55
Arutua,reef_slope_perc,4.25
Ashmore,reef_slope_perc,2.38
Astove,reef_slope_perc,25.62
Atafu,reef_slope_perc,7.3
Aur,reef_slope_perc,23.22
Awin,reef_slope_perc,4.53
Bangaram,reef_slope_perc,7.02
Beautemps-Beaupre,reef_slope_perc,0.0
Bellona,reef_slope_perc,14.5
Beru,reef_slope_perc,11.21
Bikar,reef_slope_perc,2.16
Bikini,reef_slope_perc,18.38
Birnie,reef_slope_perc,70.7
Bitra_Par,reef_slope_perc,15.32
Bokaak,reef_slope_perc,5.8
Bramble_Haven,reef_slope_perc,5.31
Budibudi,reef_slope_perc,9.87
Butaritari,reef_slope_perc,10.19
Byramgore,reef_slope_perc,19.66
Caroline,reef_slope_perc,2.41
Cato,reef_slope_perc,17.1
Cherbaniani,reef_slope_perc,8.0
Chesterfield,reef_slope_perc,9.82
Chetlat,reef_slope_perc,37.28
Clipperton,reef_slope_perc,33.8
Conflict,reef_slope_perc,10.42
Cosmoledo,reef_slope_perc,6.34
Desroches,reef_slope_perc,12.78
Diego_Garcia,reef_slope_perc,17.78
Ducie,reef_slope_perc,10.86
Eauripik,reef_slope_perc,5.89
Ebon,reef_slope_perc,9.18
Egmont,reef_slope_perc,13.16
Egum,reef_slope_perc,13.65
Elato,reef_slope_perc,23.3
Enderbury,reef_slope_perc,46.61
Eniwetok,reef_slope_perc,16.26
Erikub,reef_slope_perc,30.14
Etal,reef_slope_perc,8.05
Europa,reef_slope_perc,26.68
Faadhippolhu,reef_slope_perc,11.5
Faaite,reef_slope_perc,3.03
Fakahina,reef_slope_perc,16.02
Fakaofo,reef_slope_perc,5.27
Fakarava,reef_slope_perc,4.0
Fangatau,reef_slope_perc,15.49
Fangataufa,reef_slope_perc,4.99
Faraulep,reef_slope_perc,15.04
Farquhar,reef_slope_perc,10.47
Fasdhuthere,reef_slope_perc,6.82
Felidhu,reef_slope_perc,5.85
French_Frigate_Shoals,reef_slope_perc,7.06
Funafuti,reef_slope_perc,0.16
Fuvahmulah,reef_slope_perc,34.74
Gaafaru,reef_slope_perc,4.09
Glorioso,reef_slope_perc,10.16
Goidhoo,reef_slope_perc,10.07
Great_Chagos_Bank,reef_slope_perc,14.23
Haddhunmathi,reef_slope_perc,13.18
Hao,reef_slope_perc,6.64
Haraiki,reef_slope_perc,4.96
Helen,reef_slope_perc,3.0
Hereheretue,reef_slope_perc,11.77
Hikueru,reef_slope_perc,2.96
Hiti,reef_slope_perc,5.4
Huon,reef_slope_perc,0.7
Huvadhu,reef_slope_perc,12.0
Ifalik,reef_slope_perc,14.57
Ihavandhippolu,reef_slope_perc,13.31
Jaluit,reef_slope_perc,9.2
Jemo,reef_slope_perc,25.25
Johnston,reef_slope_perc,5.78
Kaashidhoo,reef_slope_perc,19.96
Kademat,reef_slope_perc,18.63
Kalpeni,reef_slope_perc,18.25
Kapingamarangi,reef_slope_perc,3.08
Katiu,reef_slope_perc,6.97
Kauehi,reef_slope_perc,7.94
Kaukura,reef_slope_perc,2.06
Kavaratti,reef_slope_perc,37.18
Kilinailau,reef_slope_perc,2.1
Kiltan,reef_slope_perc,38.71
Kiritimati,reef_slope_perc,13.28
Kolhumadulu,reef_slope_perc,9.46
Kuop,reef_slope_perc,5.03
Kure,reef_slope_perc,7.73
Kuria,reef_slope_perc,20.12
Kurimarau,reef_slope_perc,0.0
Kwajalein,reef_slope_perc,33.28
Lae,reef_slope_perc,13.41
Lamotrek,reef_slope_perc,6.9
Laualau,reef_slope_perc,7.41
Laysan,reef_slope_perc,3.85
Leli,reef_slope_perc,29.31
Lib,reef_slope_perc,21.49
Lihou,reef_slope_perc,21.18
Likiep,reef_slope_perc,15.46
Liot,reef_slope_perc,6.2
Lisianski,reef_slope_perc,16.31
Long_Reef,reef_slope_perc,6.91
Loraine_Anobat,reef_slope_perc,0.0
Losap,reef_slope_perc,5.09
Losiep,reef_slope_perc,16.98
Lukunor,reef_slope_perc,6.74
Mabui,reef_slope_perc,0.0
Maiana,reef_slope_perc,13.87
Majuro,reef_slope_perc,17.15
Makemo,reef_slope_perc,3.61
Makin,reef_slope_perc,14.31
Makunudhoo,reef_slope_perc,18.15
Malden,reef_slope_perc,18.03
Maloelap,reef_slope_perc,29.17
Malum,reef_slope_perc,3.82
Manihi,reef_slope_perc,7.48
Manihiki,reef_slope_perc,6.43
Manra,reef_slope_perc,37.22
Manuae,reef_slope_perc,5.94
Manuhangi,reef_slope_perc,30.44
Marakei,reef_slope_perc,8.55
Maria,reef_slope_perc,14.83
Maria_Est,reef_slope_perc,11.04
Marokau,reef_slope_perc,6.41
Marutea_Nord,reef_slope_perc,3.45
Marutea_Sud,reef_slope_perc,9.22
Mataiva,reef_slope_perc,2.76
Matureivavao,reef_slope_perc,19.8
Maupihaa,reef_slope_perc,6.45
Mellish,reef_slope_perc,8.15
Midway,reef_slope_perc,8.82
Mili,reef_slope_perc,16.68
Minicoy,reef_slope_perc,17.58
Mokil,reef_slope_perc,0.51
Morane,reef_slope_perc,14.89
Moruroa,reef_slope_perc,13.21
Motu_One,reef_slope_perc,6.04
Motutunga,reef_slope_perc,6.39
Mulaku,reef_slope_perc,10.03
Murilo,reef_slope_perc,10.53
Namoluk,reef_slope_perc,3.4
Namonuito,reef_slope_perc,21.07
Namorik,reef_slope_perc,15.02
Namu,reef_slope_perc,23.88
Nanumanga,reef_slope_perc,40.56
Nanumea,reef_slope_perc,14.34
Napuka,reef_slope_perc,4.99
Nengonengo,reef_slope_perc,9.17
Ngcheangel,reef_slope_perc,12.65
Ngulu,reef_slope_perc,7.91
Niau,reef_slope_perc,39.67
Nihiru,reef_slope_perc,4.1
Nikumaroro,reef_slope_perc,6.32
Nikunau,reef_slope_perc,31.85
Ninigo,reef_slope_perc,2.52
Nissan,reef_slope_perc,2.26
Niulakita,reef_slope_perc,81.5
Niutao,reef_slope_perc,61.95
Nomwin,reef_slope_perc,10.98
Nonouti,reef_slope_perc,10.93
North_Keeling,reef_slope_perc,11.6
North_Maalhosmadulu,reef_slope_perc,12.64
North_Male,reef_slope_perc,11.1
North_Nilandhe,reef_slope_perc,8.79
North_Tubbataha,reef_slope_perc,0.0
Nuguria,reef_slope_perc,4.26
Nui,reef_slope_perc,11.52
Nukapu,reef_slope_perc,0.0
Nukufetau,reef_slope_perc,0.38
Nukulaelae,reef_slope_perc,3.45
Nukumanu,reef_slope_perc,7.47
Nukumbasanga,reef_slope_perc,9.93
Nukunonu,reef_slope_perc,9.35
Nukuoro,reef_slope_perc,9.0
Nukusemanu,reef_slope_perc,26.27
Nukutepipi,reef_slope_perc,14.44
Numa_Miombilou,reef_slope_perc,0.02
Nupani,reef_slope_perc,0.0
Oeno,reef_slope_perc,5.13
Olimarao,reef_slope_perc,23.87
Onotoa,reef_slope_perc,32.87
Ontong_Java,reef_slope_perc,2.25
Oroluk,reef_slope_perc,1.77
Orona,reef_slope_perc,8.43
Pakin,reef_slope_perc,2.46
Palmerston,reef_slope_perc,7.64
Palmyra,reef_slope_perc,22.33
Paraoa,reef_slope_perc,9.68
Pearl_and_Hermes,reef_slope_perc,3.95
Peremul_Par,reef_slope_perc,14.93
Peros_Banhos,reef_slope_perc,14.4
Pinaki,reef_slope_perc,16.77
Pingelap,reef_slope_perc,12.57
Pinipel,reef_slope_perc,0.58
Platte,reef_slope_perc,24.18
Providence,reef_slope_perc,11.97
Pukapuka,reef_slope_perc,4.51
Puka-Puka,reef_slope_perc,24.21
Pukarua,reef_slope_perc,10.59
Pulap,reef_slope_perc,26.71
Pulusuk,reef_slope_perc,19.96
Puluwat,reef_slope_perc,13.87
Qelelevu,reef_slope_perc,8.13
Rakahanga,reef_slope_perc,8.57
Rangiroa,reef_slope_perc,3.7
Raraka,reef_slope_perc,7.96
Raroia,reef_slope_perc,4.85
Rasdhoo,reef_slope_perc,8.71
Ravahere,reef_slope_perc,7.03
Reao,reef_slope_perc,4.73
Redlick,reef_slope_perc,1.8
Reitoru,reef_slope_perc,3.11
Rekareka,reef_slope_perc,18.45
Rongelap,reef_slope_perc,16.54
Rongerik,reef_slope_perc,32.72
Rose,reef_slope_perc,0.8
Rowa,reef_slope_perc,0.0
Saloman,reef_slope_perc,16.95
Sama,reef_slope_perc,0.0
Samasuma,reef_slope_perc,0.0
Sapwuahfik,reef_slope_perc,3.39
Satawan,reef_slope_perc,5.14
Scilly,reef_slope_perc,5.88
Sikaiana,reef_slope_perc,2.3
Sorol,reef_slope_perc,9.31
South_Keeling,reef_slope_perc,6.77
South_Maalhosmadulu,reef_slope_perc,8.69
South_Male,reef_slope_perc,7.66
South_Nilandhe,reef_slope_perc,10.05
South_Tubbataha,reef_slope_perc,0.0
St_Francois,reef_slope_perc,11.46
St_Joseph,reef_slope_perc,14.09
Starbuck,reef_slope_perc,5.21
Suheli_Par,reef_slope_perc,15.87
Surprise,reef_slope_perc,1.39
Suwarrow,reef_slope_perc,3.94
Swains,reef_slope_perc,15.56
Tabiteuea,reef_slope_perc,9.1
Tabuaeran,reef_slope_perc,6.53
Taenga,reef_slope_perc,7.1
Tahanea,reef_slope_perc,3.03
Taiaro,reef_slope_perc,38.01
Taka,reef_slope_perc,29.21
Takapoto,reef_slope_perc,3.73
Takaroa,reef_slope_perc,5.2
Takume,reef_slope_perc,4.67
Takuu,reef_slope_perc,2.06
Tarawa,reef_slope_perc,6.95
Tatakoto,reef_slope_perc,5.25
Tauere,reef_slope_perc,2.96
Tekokota,reef_slope_perc,10.41
Temitangi,reef_slope_perc,18.58
Temoe,reef_slope_perc,16.3
Tenararo,reef_slope_perc,15.11
Tenaruga,reef_slope_perc,39.38
Tepoto,reef_slope_perc,6.94
Teraina,reef_slope_perc,53.61
Tetiaroa,reef_slope_perc,3.18
Thiladhunmathi,reef_slope_perc,14.2
Thoddoo,reef_slope_perc,19.64
Tikehau,reef_slope_perc,3.78
Tilianu,reef_slope_perc,0.0
Toau,reef_slope_perc,2.67
Tongareva,reef_slope_perc,6.55
Torlesse,reef_slope_perc,0.0
Tuanake,reef_slope_perc,7.14
Tupai,reef_slope_perc,4.93
Tureia,reef_slope_perc,13.43
Ujae,reef_slope_perc,20.53
Ujelang,reef_slope_perc,15.04
Ulithi,reef_slope_perc,13.99
Utirik,reef_slope_perc,20.77
Vahanga,reef_slope_perc,43.62
Vahitahi,reef_slope_perc,6.46
Vairaatea,reef_slope_perc,8.12
Vaitupu,reef_slope_perc,0.0
Vanavana,reef_slope_perc,27.02
Vattaru,reef_slope_perc,4.53
Wailagilala,reef_slope_perc,8.05
Wake,reef_slope_perc,3.41
West_Fayu,reef_slope_perc,17.67
Willis,reef_slope_perc,8.48
Woleai,reef_slope_perc,13.08
Wotho,reef_slope_perc,24.24
Wotje,reef_slope_perc,18.73
Zohhoiiyoru,reef_slope_perc,29.41
Abaiang,sheltered_reef_slope_kmsq,6.05
Abariringa,sheltered_reef_slope_kmsq,0.31
Abemama,sheltered_reef_slope_kmsq,3.43
Addu,sheltered_reef_slope_kmsq,1.94
Agatti,sheltered_reef_slope_kmsq,0.05
Ahe,sheltered_reef_slope_kmsq,0.57
Ahunui,sheltered_reef_slope_kmsq,0.13
Ailinginae,sheltered_reef_slope_kmsq,0.09
Ailinglaplap,sheltered_reef_slope_kmsq,1.86
Ailuk,sheltered_reef_slope_kmsq,0.7
Aldabra,sheltered_reef_slope_kmsq,7.82
Alphonse,sheltered_reef_slope_kmsq,0.86
Amanu,sheltered_reef_slope_kmsq,0.91
Anaa,sheltered_reef_slope_kmsq,0.22
Analtin,sheltered_reef_slope_kmsq,0.62
Ant,sheltered_reef_slope_kmsq,0.36
Anuanuraro,sheltered_reef_slope_kmsq,0.4
Anuanurunga,sheltered_reef_slope_kmsq,0.01
Apataki,sheltered_reef_slope_kmsq,0.5
Aranuka,sheltered_reef_slope_kmsq,0.78
Aratika,sheltered_reef_slope_kmsq,0.26
Ari,sheltered_reef_slope_kmsq,17.73
Arno,sheltered_reef_slope_kmsq,4.19
Arutua,sheltered_reef_slope_kmsq,1.32
Ashmore,sheltered_reef_slope_kmsq,0.16
Astove,sheltered_reef_slope_kmsq,0.5
Atafu,sheltered_reef_slope_kmsq,0.25
Aur,sheltered_reef_slope_kmsq,0.86
Awin,sheltered_reef_slope_kmsq,0.0
Bangaram,sheltered_reef_slope_kmsq,0.67
Beautemps-Beaupre,sheltered_reef_slope_kmsq,2.07
Bellona,sheltered_reef_slope_kmsq,0.0
Beru,sheltered_reef_slope_kmsq,1.82
Bikar,sheltered_reef_slope_kmsq,0.01
Bikini,sheltered_reef_slope_kmsq,1.17
Birnie,sheltered_reef_slope_kmsq,0.12
Bitra_Par,sheltered_reef_slope_kmsq,2.96
Bokaak,sheltered_reef_slope_kmsq,0.47
Bramble_Haven,sheltered_reef_slope_kmsq,0.0
Budibudi,sheltered_reef_slope_kmsq,0.04
Butaritari,sheltered_reef_slope_kmsq,3.94
Byramgore,sheltered_reef_slope_kmsq,2.83
Caroline,sheltered_reef_slope_kmsq,0.06
Cato,sheltered_reef_slope_kmsq,0.0
Cherbaniani,sheltered_reef_slope_kmsq,0.78
Chesterfield,sheltered_reef_slope_kmsq,0.0
Chetlat,sheltered_reef_slope_kmsq,0.02
Clipperton,sheltered_reef_slope_kmsq,0.51
Conflict,sheltered_reef_slope_kmsq,2.15
Cosmoledo,sheltered_reef_slope_kmsq,4.72
Desroches,sheltered_reef_slope_kmsq,4.75
Diego_Garcia,sheltered_reef_slope_kmsq,1.05
Ducie,sheltered_reef_slope_kmsq,0.03
Eauripik,sheltered_reef_slope_kmsq,0.32
Ebon,sheltered_reef_slope_kmsq,0.04
Egmont,sheltered_reef_slope_kmsq,1.58
Egum,sheltered_reef_slope_kmsq,0.48
Elato,sheltered_reef_slope_kmsq,0.07
Enderbury,sheltered_reef_slope_kmsq,0.06
Eniwetok,sheltered_reef_slope_kmsq,3.09
Erikub,sheltered_reef_slope_kmsq,2.75
Etal,sheltered_reef_slope_kmsq,0.1
Europa,sheltered_reef_slope_kmsq,0.11
Faadhippolhu,sheltered_reef_slope_kmsq,4.51
Faaite,sheltered_reef_slope_kmsq,1.33
Fakahina,sheltered_reef_slope_kmsq,0.31
Fakaofo,sheltered_reef_slope_kmsq,0.36
Fakarava,sheltered_reef_slope_kmsq,0.66
Fangatau,sheltered_reef_slope_kmsq,0.15
Fangataufa,sheltered_reef_slope_kmsq,0.75
Faraulep,sheltered_reef_slope_kmsq,0.02
Farquhar,sheltered_reef_slope_kmsq,6.38
Fasdhuthere,sheltered_reef_slope_kmsq,0.77
Felidhu,sheltered_reef_slope_kmsq,17.83
French_Frigate_Shoals,sheltered_reef_slope_kmsq,0.0
Funafuti,sheltered_reef_slope_kmsq,6.32
Fuvahmulah,sheltered_reef_slope_kmsq,0.04
Gaafaru,sheltered_reef_slope_kmsq,1.08
Glorioso,sheltered_reef_slope_kmsq,2.34
Goidhoo,sheltered_reef_slope_kmsq,2.9
Great_Chagos_Bank,sheltered_reef_slope_kmsq,2.15
Haddhunmathi,sheltered_reef_slope_kmsq,4.88
Hao,sheltered_reef_slope_kmsq,1.05
Haraiki,sheltered_reef_slope_kmsq,0.56
Helen,sheltered_reef_slope_kmsq,0.05
Hereheretue,sheltered_reef_slope_kmsq,0.09
Hikueru,sheltered_reef_slope_kmsq,0.0
Hiti,sheltered_reef_slope_kmsq,0.23
Huon,sheltered_reef_slope_kmsq,6.85
Huvadhu,sheltered_reef_slope_kmsq,15.55
Ifalik,sheltered_reef_slope_kmsq,0.19
Ihavandhippolu,sheltered_reef_slope_kmsq,1.23
Jaluit,sheltered_reef_slope_kmsq,1.97
Jemo,sheltered_reef_slope_kmsq,0.29
Johnston,sheltered_reef_slope_kmsq,0.05
Kaashidhoo,sheltered_reef_slope_kmsq,0.09
Kademat,sheltered_reef_slope_kmsq,0.36
Kalpeni,sheltered_reef_slope_kmsq,0.82
Kapingamarangi,sheltered_reef_slope_kmsq,0.33
Katiu,sheltered_reef_slope_kmsq,0.34
Kauehi,sheltered_reef_slope_kmsq,0.57
Kaukura,sheltered_reef_slope_kmsq,0.32
Kavaratti,sheltered_reef_slope_kmsq,0.39
Kilinailau,sheltered_reef_slope_kmsq,0.63
Kiltan,sheltered_reef_slope_kmsq,0.06
Kiritimati,sheltered_reef_slope_kmsq,8.94
Kolhumadulu,sheltered_reef_slope_kmsq,7.02
Kuop,sheltered_reef_slope_kmsq,0.28
Kure,sheltered_reef_slope_kmsq,0.17
Kuria,sheltered_reef_slope_kmsq,1.4
Kurimarau,sheltered_reef_slope_kmsq,0.17
Kwajalein,sheltered_reef_slope_kmsq,11.59
Lae,sheltered_reef_slope_kmsq,0.06
Lamotrek,sheltered_reef_slope_kmsq,0.06
Laualau,sheltered_reef_slope_kmsq,0.0
Laysan,sheltered_reef_slope_kmsq,0.0
Leli,sheltered_reef_slope_kmsq,0.0
Lib,sheltered_reef_slope_kmsq,0.02
Lihou,sheltered_reef_slope_kmsq,0.0
Likiep,sheltered_reef_slope_kmsq,3.84
Liot,sheltered_reef_slope_kmsq,0.0
Lisianski,sheltered_reef_slope_kmsq,0.0
Long_Reef,sheltered_reef_slope_kmsq,0.91
Loraine_Anobat,sheltered_reef_slope_kmsq,0.54
Losap,sheltered_reef_slope_kmsq,0.15
Losiep,sheltered_reef_slope_kmsq,0.01
Lukunor,sheltered_reef_slope_kmsq,0.29
Mabui,sheltered_reef_slope_kmsq,0.68
Maiana,sheltered_reef_slope_kmsq,9.41
Majuro,sheltered_reef_slope_kmsq,1.02
Makemo,sheltered_reef_slope_kmsq,1.25
Makin,sheltered_reef_slope_kmsq,0.15
Makunudhoo,sheltered_reef_slope_kmsq,4.54
Malden,sheltered_reef_slope_kmsq,0.03
Maloelap,sheltered_reef_slope_kmsq,1.17
Malum,sheltered_reef_slope_kmsq,1.05
Manihi,sheltered_reef_slope_kmsq,0.66
Manihiki,sheltered_reef_slope_kmsq,0.03
Manra,sheltered_reef_slope_kmsq,0.11
Manuae,sheltered_reef_slope_kmsq,0.0
Manuhangi,sheltered_reef_slope_kmsq,0.08
Marakei,sheltered_reef_slope_kmsq,0.49
Maria,sheltered_reef_slope_kmsq,0.04
Maria_Est,sheltered_reef_slope_kmsq,0.12
Marokau,sheltered_reef_slope_kmsq,0.42
Marutea_Nord,sheltered_reef_slope_kmsq,0.59
Marutea_Sud,sheltered_reef_slope_kmsq,0.44
Mataiva,sheltered_reef_slope_kmsq,0.26
Matureivavao,sheltered_reef_slope_kmsq,0.01
Maupihaa,sheltered_reef_slope_kmsq,0.19
Mellish,sheltered_reef_slope_kmsq,0.0
Midway,sheltered_reef_slope_kmsq,0.26
Mili,sheltered_reef_slope_kmsq,3.24
Minicoy,sheltered_reef_slope_kmsq,1.6
Mokil,sheltered_reef_slope_kmsq,0.0
Morane,sheltered_reef_slope_kmsq,0.46
Moruroa,sheltered_reef_slope_kmsq,0.97
Motu_One,sheltered_reef_slope_kmsq,0.22
Motutunga,sheltered_reef_slope_kmsq,0.33
Mulaku,sheltered_reef_slope_kmsq,7.38
Murilo,sheltered_reef_slope_kmsq,0.22
Namoluk,sheltered_reef_slope_kmsq,0.2
Namonuito,sheltered_reef_slope_kmsq,0.15
Namorik,sheltered_reef_slope_kmsq,0.07
Namu,sheltered_reef_slope_kmsq,2.08
Nanumanga,sheltered_reef_slope_kmsq,0.11
Nanumea,sheltered_reef_slope_kmsq,0.12
Napuka,sheltered_reef_slope_kmsq,0.35
Nengonengo,sheltered_reef_slope_kmsq,0.44
Ngcheangel,sheltered_reef_slope_kmsq,0.2
Ngulu,sheltered_reef_slope_kmsq,0.34
Niau,sheltered_reef_slope_kmsq,0.3
Nihiru,sheltered_reef_slope_kmsq,0.25
Nikumaroro,sheltered_reef_slope_kmsq,0.03
Nikunau,sheltered_reef_slope_kmsq,1.14
Ninigo,sheltered_reef_slope_kmsq,3.02
Nissan,sheltered_reef_slope_kmsq,0.38
Niulakita,sheltered_reef_slope_kmsq,0.05
Niutao,sheltered_reef_slope_kmsq,0.04
Nomwin,sheltered_reef_slope_kmsq,0.31
Nonouti,sheltered_reef_slope_kmsq,10.71
North_Keeling,sheltered_reef_slope_kmsq,0.01
North_Maalhosmadulu,sheltered_reef_slope_kmsq,9.41
North_Male,sheltered_reef_slope_kmsq,12.01
North_Nilandhe,sheltered_reef_slope_kmsq,6.79
North_Tubbataha,sheltered_reef_slope_kmsq,3.56
Nuguria,sheltered_reef_slope_kmsq,1.77
Nui,sheltered_reef_slope_kmsq,0.02
Nukapu,sheltered_reef_slope_kmsq,0.56
Nukufetau,sheltered_reef_slope_kmsq,2.52
Nukulaelae,sheltered_reef_slope_kmsq,0.97
Nukumanu,sheltered_reef_slope_kmsq,0.66
Nukumbasanga,sheltered_reef_slope_kmsq,0.53
Nukunonu,sheltered_reef_slope_kmsq,0.62
Nukuoro,sheltered_reef_slope_kmsq,0.34
Nukusemanu,sheltered_reef_slope_kmsq,5.51
Nukutepipi,sheltered_reef_slope_kmsq,0.03
Numa_Miombilou,sheltered_reef_slope_kmsq,8.27
Nupani,sheltered_reef_slope_kmsq,2.4
Oeno,sheltered_reef_slope_kmsq,0.03
Olimarao,sheltered_reef_slope_kmsq,0.17
Onotoa,sheltered_reef_slope_kmsq,4.64
Ontong_Java,sheltered_reef_slope_kmsq,7.29
Oroluk,sheltered_reef_slope_kmsq,0.64
Orona,sheltered_reef_slope_kmsq,0.1
Pakin,sheltered_reef_slope_kmsq,0.35
Palmerston,sheltered_reef_slope_kmsq,0.37
Palmyra,sheltered_reef_slope_kmsq,1.92
Paraoa,sheltered_reef_slope_kmsq,0.17
Pearl_and_Hermes,sheltered_reef_slope_kmsq,0.0
Peremul_Par,sheltered_reef_slope_kmsq,1.27
Peros_Banhos,sheltered_reef_slope_kmsq,2.23
Pinaki,sheltered_reef_slope_kmsq,0.11
Pingelap,sheltered_reef_slope_kmsq,0.01
Pinipel,sheltered_reef_slope_kmsq,0.51
Platte,sheltered_reef_slope_kmsq,4.19
Providence,sheltered_reef_slope_kmsq,34.67
Pukapuka,sheltered_reef_slope_kmsq,0.21
Puka-Puka,sheltered_reef_slope_kmsq,0.01
Pukarua,sheltered_reef_slope_kmsq,0.33
Pulap,sheltered_reef_slope_kmsq,0.12
Pulusuk,sheltered_reef_slope_kmsq,0.07
Puluwat,sheltered_reef_slope_kmsq,0.18
Qelelevu,sheltered_reef_slope_kmsq,2.76
Rakahanga,sheltered_reef_slope_kmsq,0.02
Rangiroa,sheltered_reef_slope_kmsq,1.58
Raraka,sheltered_reef_slope_kmsq,0.53
Raroia,sheltered_reef_slope_kmsq,0.93
Rasdhoo,sheltered_reef_slope_kmsq,0.43
Ravahere,sheltered_reef_slope_kmsq,0.18
Reao,sheltered_reef_slope_kmsq,0.6
Redlick,sheltered_reef_slope_kmsq,0.9
Reitoru,sheltered_reef_slope_kmsq,0.1
Rekareka,sheltered_reef_slope_kmsq,0.08
Rongelap,sheltered_reef_slope_kmsq,0.87
Rongerik,sheltered_reef_slope_kmsq,0.82
Rose,sheltered_reef_slope_kmsq,0.01
Rowa,sheltered_reef_slope_kmsq,2.07
Saloman,sheltered_reef_slope_kmsq,1.6
Sama,sheltered_reef_slope_kmsq,0.29
Samasuma,sheltered_reef_slope_kmsq,0.53
Sapwuahfik,sheltered_reef_slope_kmsq,0.34
Satawan,sheltered_reef_slope_kmsq,0.59
Scilly,sheltered_reef_slope_kmsq,0.32
Sikaiana,sheltered_reef_slope_kmsq,0.0
Sorol,sheltered_reef_slope_kmsq,0.05
South_Keeling,sheltered_reef_slope_kmsq,0.11
South_Maalhosmadulu,sheltered_reef_slope_kmsq,5.81
South_Male,sheltered_reef_slope_kmsq,11.2
South_Nilandhe,sheltered_reef_slope_kmsq,8.77
South_Tubbataha,sheltered_reef_slope_kmsq,0.35
St_Francois,sheltered_reef_slope_kmsq,0.8
St_Joseph,sheltered_reef_slope_kmsq,0.96
Starbuck,sheltered_reef_slope_kmsq,0.08
Suheli_Par,sheltered_reef_slope_kmsq,1.49
Surprise,sheltered_reef_slope_kmsq,10.46
Suwarrow,sheltered_reef_slope_kmsq,0.25
Swains,sheltered_reef_slope_kmsq,0.05
Tabiteuea,sheltered_reef_slope_kmsq,20.54
Tabuaeran,sheltered_reef_slope_kmsq,4.31
Taenga,sheltered_reef_slope_kmsq,0.23
Tahanea,sheltered_reef_slope_kmsq,1.33
Taiaro,sheltered_reef_slope_kmsq,0.15
Taka,sheltered_reef_slope_kmsq,0.87
Takapoto,sheltered_reef_slope_kmsq,0.68
Takaroa,sheltered_reef_slope_kmsq,0.83
Takume,sheltered_reef_slope_kmsq,0.52
Takuu,sheltered_reef_slope_kmsq,0.46
Tarawa,sheltered_reef_slope_kmsq,6.18
Tatakoto,sheltered_reef_slope_kmsq,0.25
Tauere,sheltered_reef_slope_kmsq,0.0
Tekokota,sheltered_reef_slope_kmsq,0.04
Temitangi,sheltered_reef_slope_kmsq,0.57
Temoe,sheltered_reef_slope_kmsq,0.07
Tenararo,sheltered_reef_slope_kmsq,0.27
Tenaruga,sheltered_reef_slope_kmsq,0.09
Tepoto,sheltered_reef_slope_kmsq,0.03
Teraina,sheltered_reef_slope_kmsq,1.26
Tetiaroa,sheltered_reef_slope_kmsq,0.44
Thiladhunmathi,sheltered_reef_slope_kmsq,8.75
Thoddoo,sheltered_reef_slope_kmsq,0.02
Tikehau,sheltered_reef_slope_kmsq,0.7
Tilianu,sheltered_reef_slope_kmsq,0.19
Toau,sheltered_reef_slope_kmsq,0.29
Tongareva,sheltered_reef_slope_kmsq,0.51
Torlesse,sheltered_reef_slope_kmsq,1.03
Tuanake,sheltered_reef_slope_kmsq,0.24
Tupai,sheltered_reef_slope_kmsq,0.35
Tureia,sheltered_reef_slope_kmsq,0.42
Ujae,sheltered_reef_slope_kmsq,0.99
Ujelang,sheltered_reef_slope_kmsq,0.45
Ulithi,sheltered_reef_slope_kmsq,0.8
Utirik,sheltered_reef_slope_kmsq,0.88
Vahanga,sheltered_reef_slope_kmsq,0.08
Vahitahi,sheltered_reef_slope_kmsq,0.07
Vairaatea,sheltered_reef_slope_kmsq,0.22
Vaitupu,sheltered_reef_slope_kmsq,0.92
Vanavana,sheltered_reef_slope_kmsq,0.06
Vattaru,sheltered_reef_slope_kmsq,0.38
Wailagilala,sheltered_reef_slope_kmsq,0.38
Wake,sheltered_reef_slope_kmsq,0.01
West_Fayu,sheltered_reef_slope_kmsq,0.05
Willis,sheltered_reef_slope_kmsq,0.0
Woleai,sheltered_reef_slope_kmsq,0.27
Wotho,sheltered_reef_slope_kmsq,0.69
Wotje,sheltered_reef_slope_kmsq,2.15
Zohhoiiyoru,sheltered_reef_slope_kmsq,0.02
Abaiang,sheltered_reef_slope_perc,2.8
Abariringa,sheltered_reef_slope_perc,0.57
Abemama,sheltered_reef_slope_perc,2.35
Addu,sheltered_reef_slope_perc,3.96
Agatti,sheltered_reef_slope_perc,0.2
Ahe,sheltered_reef_slope_perc,2.52
Ahunui,sheltered_reef_slope_perc,6.53
Ailinginae,sheltered_reef_slope_perc,0.14
Ailinglaplap,sheltered_reef_slope_perc,1.89
Ailuk,sheltered_reef_slope_perc,1.06
Aldabra,sheltered_reef_slope_perc,3.57
Alphonse,sheltered_reef_slope_perc,4.5
Amanu,sheltered_reef_slope_perc,3.85
Anaa,sheltered_reef_slope_perc,0.39
Analtin,sheltered_reef_slope_perc,1.81
Ant,sheltered_reef_slope_perc,1.32
Anuanuraro,sheltered_reef_slope_perc,6.07
Anuanurunga,sheltered_reef_slope_perc,0.38
Apataki,sheltered_reef_slope_perc,0.95
