atoll,species,population
Jemo,Pterodroma_ultima,0.0
Johnston,Pterodroma_ultima,0.0
Kademat,Pterodroma_ultima,0.0
Kalpeni,Pterodroma_ultima,0.0
Kapingamarangi,Pterodroma_ultima,0.0
Katiu,Pterodroma_ultima,0.0
Kauehi,Pterodroma_ultima,0.0
Kaukura,Pterodroma_ultima,0.0
Kavaratti,Pterodroma_ultima,0.0
Kilinailau,Pterodroma_ultima,0.0
Kiltan,Pterodroma_ultima,0.0
Kiritimati,Pterodroma_ultima,0.0
Kolhumadulu,Pterodroma_ultima,0.0
Kuop,Pterodroma_ultima,0.0
Kure,Pterodroma_ultima,0.0
Kuria,Pterodroma_ultima,0.0
Kwajalein,Pterodroma_ultima,0.0
Lae,Pterodroma_ultima,0.0
Lamotrek,Pterodroma_ultima,0.0
Laualau,Pterodroma_ultima,0.0
Laysan,Pterodroma_ultima,0.0
Lib,Pterodroma_ultima,0.0
Likiep,Pterodroma_ultima,0.0
Liot,Pterodroma_ultima,0.0
Lisianski,Pterodroma_ultima,0.0
Long_Reef,Pterodroma_ultima,0.0
Losap,Pterodroma_ultima,0.0
Lukunor,Pterodroma_ultima,0.0
Maalhosmadulu,Pterodroma_ultima,0.0
Maiana,Pterodroma_ultima,0.0
Majuro,Pterodroma_ultima,0.0
Makemo,Pterodroma_ultima,0.0
Makunudhoo,Pterodroma_ultima,0.0
Malden,Pterodroma_ultima,0.0
Maloelap,Pterodroma_ultima,0.0
Malum,Pterodroma_ultima,0.0
Manihi,Pterodroma_ultima,0.0
Manihiki,Pterodroma_ultima,0.0
Manra,Pterodroma_ultima,0.0
Manuae,Pterodroma_ultima,0.0
Manuhangi,Pterodroma_ultima,0.0
Marakei,Pterodroma_ultima,0.0
Maria,Pterodroma_ultima,0.0
Maria_Est,Pterodroma_ultima,378.0
Marokau,Pterodroma_ultima,0.0
Marutea_Nord,Pterodroma_ultima,0.0
Marutea_Sud,Pterodroma_ultima,0.0
Mataiva,Pterodroma_ultima,0.0
Matureivavao,Pterodroma_ultima,67.0
Maupihaa,Pterodroma_ultima,0.0
McKean,Pterodroma_ultima,0.0
Midway,Pterodroma_ultima,0.0
Miladhunmadulu,Pterodroma_ultima,0.0
Mili,Pterodroma_ultima,0.0
Minicoy,Pterodroma_ultima,0.0
Mokil,Pterodroma_ultima,0.0
Morane,Pterodroma_ultima,3100.0
Moruroa,Pterodroma_ultima,73.0
Motu_One,Pterodroma_ultima,0.0
Motutunga,Pterodroma_ultima,0.0
Mulaku,Pterodroma_ultima,0.0
Murilo,Pterodroma_ultima,0.0
Namoluk,Pterodroma_ultima,0.0
Namonuito,Pterodroma_ultima,0.0
Namorik,Pterodroma_ultima,0.0
Namu,Pterodroma_ultima,0.0
Nanumanga,Pterodroma_ultima,0.0
Nanumea,Pterodroma_ultima,0.0
Napuka,Pterodroma_ultima,0.0
Nengonengo,Pterodroma_ultima,0.0
Ngcheangel,Pterodroma_ultima,0.0
Ngulu,Pterodroma_ultima,0.0
Niau,Pterodroma_ultima,0.0
Nihiru,Pterodroma_ultima,0.0
Nikumaroro,Pterodroma_ultima,0.0
Nikunau,Pterodroma_ultima,0.0
Ninigo,Pterodroma_ultima,0.0
Niutao,Pterodroma_ultima,0.0
Nomwin,Pterodroma_ultima,0.0
Nonouti,Pterodroma_ultima,0.0
North_Male,Pterodroma_ultima,0.0
North_Nilandhe,Pterodroma_ultima,0.0
Nuguria,Pterodroma_ultima,0.0
Nui,Pterodroma_ultima,0.0
Nukapu,Pterodroma_ultima,0.0
Nukufetau,Pterodroma_ultima,0.0
Nukulaelae,Pterodroma_ultima,0.0
Nukumanu,Pterodroma_ultima,0.0
Nukumbasanga,Pterodroma_ultima,0.0
Nukunonu,Pterodroma_ultima,0.0
Nukuoro,Pterodroma_ultima,0.0
Nukutepipi,Pterodroma_ultima,0.0
Numa_Miombilou,Pterodroma_ultima,0.0
Nupani,Pterodroma_ultima,0.0
Oeno,Pterodroma_ultima,25000.0
Olimarao,Pterodroma_ultima,0.0
Onotoa,Pterodroma_ultima,0.0
Ontong_Java,Pterodroma_ultima,0.0
Oroluk,Pterodroma_ultima,0.0
Orona,Pterodroma_ultima,0.0
Pakin,Pterodroma_ultima,0.0
Palmerston,Pterodroma_ultima,0.0
Palmyra,Pterodroma_ultima,0.0
Paraoa,Pterodroma_ultima,0.0
Pearl_and_Hermes,Pterodroma_ultima,0.0
Peremul_Par,Pterodroma_ultima,0.0
Peros_Banhos,Pterodroma_ultima,0.0
Pinaki,Pterodroma_ultima,0.0
Pingelap,Pterodroma_ultima,0.0
Pinipel,Pterodroma_ultima,0.0
Pukapuka,Pterodroma_ultima,0.0
Puka-Puka,Pterodroma_ultima,0.0
Pukarua,Pterodroma_ultima,0.0
Pulap,Pterodroma_ultima,0.0
Pulusuk,Pterodroma_ultima,0.0
Puluwat,Pterodroma_ultima,0.0
Qelelevu,Pterodroma_ultima,0.0
Rakahanga,Pterodroma_ultima,0.0
Rangiroa,Pterodroma_ultima,0.0
Raraka,Pterodroma_ultima,0.0
Raroia,Pterodroma_ultima,0.0
Rasdhoo,Pterodroma_ultima,0.0
Ravahere,Pterodroma_ultima,0.0
Rawaki,Pterodroma_ultima,0.0
Reao,Pterodroma_ultima,0.0
Redlick,Pterodroma_ultima,0.0
Reitoru,Pterodroma_ultima,0.0
Rekareka,Pterodroma_ultima,0.0
Rongelap,Pterodroma_ultima,0.0
Rongerik,Pterodroma_ultima,0.0
Rose,Pterodroma_ultima,0.0
Rowa,Pterodroma_ultima,0.0
Saloman,Pterodroma_ultima,0.0
Sama,Pterodroma_ultima,0.0
Samasuma,Pterodroma_ultima,0.0
Sapwuahfik,Pterodroma_ultima,0.0
Satawan,Pterodroma_ultima,0.0
Scilly,Pterodroma_ultima,0.0
Sorol,Pterodroma_ultima,0.0
South_Maalhosmadulu,Pterodroma_ultima,0.0
South_Nilandhe,Pterodroma_ultima,0.0
St_Francois,Pterodroma_ultima,0.0
St_Joseph,Pterodroma_ultima,0.0
Starbuck,Pterodroma_ultima,0.0
Suheli_Par,Pterodroma_ultima,0.0
Surprise,Pterodroma_ultima,0.0
Suwarrow,Pterodroma_ultima,0.0
Swains,Pterodroma_ultima,0.0
Tabiteuea,Pterodroma_ultima,0.0
Tabuaeran,Pterodroma_ultima,0.0
Taenga,Pterodroma_ultima,0.0
Tahanea,Pterodroma_ultima,0.0
Taiaro,Pterodroma_ultima,0.0
Taka,Pterodroma_ultima,0.0
Takapoto,Pterodroma_ultima,0.0
Takaroa,Pterodroma_ultima,0.0
Takume,Pterodroma_ultima,0.0
Takuu,Pterodroma_ultima,0.0
Tarawa,Pterodroma_ultima,0.0
Tatakoto,Pterodroma_ultima,0.0
Tauere,Pterodroma_ultima,0.0
Tekokota,Pterodroma_ultima,0.0
Temitangi,Pterodroma_ultima,0.0
Temoe,Pterodroma_ultima,2300.0
Tenararo,Pterodroma_ultima,40.0
Tenaruga,Pterodroma_ultima,0.0
Tepoto,Pterodroma_ultima,0.0
Teraina,Pterodroma_ultima,0.0
Tetiaroa,Pterodroma_ultima,0.0
Thiladhunmathi,Pterodroma_ultima,0.0
Tikehau,Pterodroma_ultima,0.0
Toau,Pterodroma_ultima,0.0
Tongareva,Pterodroma_ultima,0.0
Tuanake,Pterodroma_ultima,0.0
Tubbataha,Pterodroma_ultima,0.0
Tupai,Pterodroma_ultima,0.0
Tureia,Pterodroma_ultima,0.0
Ujae,Pterodroma_ultima,0.0
Ujelang,Pterodroma_ultima,0.0
Ulithi,Pterodroma_ultima,0.0
Utirik,Pterodroma_ultima,0.0
Vahanga,Pterodroma_ultima,20.0
Vahitahi,Pterodroma_ultima,0.0
Vairaatea,Pterodroma_ultima,0.0
Vaitupu,Pterodroma_ultima,0.0
Vanavana,Pterodroma_ultima,0.0
Vattaru,Pterodroma_ultima,0.0
Wailagilala,Pterodroma_ultima,0.0
Wake,Pterodroma_ultima,0.0
West_Fayu,Pterodroma_ultima,0.0
Woleai,Pterodroma_ultima,0.0
Wotho,Pterodroma_ultima,0.0
Wotje,Pterodroma_ultima,0.0
Abaiang,Phoebastria_immutabilis,0.0
Abariringa,Phoebastria_immutabilis,0.0
Abemama,Phoebastria_immutabilis,0.0
Addu,Phoebastria_immutabilis,0.0
Ahe,Phoebastria_immutabilis,0.0
Ahunui,Phoebastria_immutabilis,0.0
Ailinginae,Phoebastria_immutabilis,0.0
Ailinglaplap,Phoebastria_immutabilis,0.0
Ailuk,Phoebastria_immutabilis,0.0
Aldabra,Phoebastria_immutabilis,0.0
Alphonse,Phoebastria_immutabilis,0.0
Amanu,Phoebastria_immutabilis,0.0
Anaa,Phoebastria_immutabilis,0.0
Analtin,Phoebastria_immutabilis,0.0
Ant,Phoebastria_immutabilis,0.0
Anuanuraro,Phoebastria_immutabilis,0.0
Anuanurunga,Phoebastria_immutabilis,0.0
Apataki,Phoebastria_immutabilis,0.0
Aranuka,Phoebastria_immutabilis,0.0
Aratika,Phoebastria_immutabilis,0.0
Ari,Phoebastria_immutabilis,0.0
Arno,Phoebastria_immutabilis,0.0
Arutua,Phoebastria_immutabilis,0.0
Astove,Phoebastria_immutabilis,0.0
Atafu,Phoebastria_immutabilis,0.0
Aur,Phoebastria_immutabilis,0.0
Awin,Phoebastria_immutabilis,0.0
Bangaram,Phoebastria_immutabilis,0.0
Beautemps-Beaupre,Phoebastria_immutabilis,0.0
Bellona,Phoebastria_immutabilis,0.0
Beru,Phoebastria_immutabilis,0.0
Bikar,Phoebastria_immutabilis,0.0
Bikini,Phoebastria_immutabilis,0.0
Birnie,Phoebastria_immutabilis,0.0
Bitra_Par,Phoebastria_immutabilis,0.0
Bokaak,Phoebastria_immutabilis,0.0
Bramble_Haven,Phoebastria_immutabilis,0.0
Budibudi,Phoebastria_immutabilis,0.0
Butaritari,Phoebastria_immutabilis,0.0
Byramgore,Phoebastria_immutabilis,0.0
Caroline,Phoebastria_immutabilis,0.0
Cherbaniani,Phoebastria_immutabilis,0.0
Chesterfield,Phoebastria_immutabilis,0.0
Chetlat,Phoebastria_immutabilis,0.0
Clipperton,Phoebastria_immutabilis,0.0
Cocos,Phoebastria_immutabilis,0.0
Conflict,Phoebastria_immutabilis,0.0
Cosmoledo,Phoebastria_immutabilis,0.0
Diego_Garcia,Phoebastria_immutabilis,0.0
Ducie,Phoebastria_immutabilis,0.0
Eauripik,Phoebastria_immutabilis,0.0
Ebon,Phoebastria_immutabilis,0.0
Egmont,Phoebastria_immutabilis,0.0
Egum,Phoebastria_immutabilis,0.0
Elato,Phoebastria_immutabilis,0.0
Enderbury,Phoebastria_immutabilis,0.0
Eniwetok,Phoebastria_immutabilis,0.0
Erikub,Phoebastria_immutabilis,0.0
Etal,Phoebastria_immutabilis,0.0
Europa,Phoebastria_immutabilis,0.0
Faadhippolhu,Phoebastria_immutabilis,0.0
Faaite,Phoebastria_immutabilis,0.0
Fakahina,Phoebastria_immutabilis,0.0
Fakaofo,Phoebastria_immutabilis,0.0
Fakarava,Phoebastria_immutabilis,0.0
Fangatau,Phoebastria_immutabilis,0.0
Fangataufa,Phoebastria_immutabilis,0.0
Faraulep,Phoebastria_immutabilis,0.0
Farquhar,Phoebastria_immutabilis,0.0
Felidhu,Phoebastria_immutabilis,0.0
French_Frigate_Shoals,Phoebastria_immutabilis,6200.0
Funafuti,Phoebastria_immutabilis,0.0
Gaafaru,Phoebastria_immutabilis,0.0
Glorioso,Phoebastria_immutabilis,0.0
Great_Chagos_Bank,Phoebastria_immutabilis,0.0
Haddhunmathi,Phoebastria_immutabilis,0.0
Hao,Phoebastria_immutabilis,0.0
Haraiki,Phoebastria_immutabilis,0.0
Helen,Phoebastria_immutabilis,0.0
Hereheretui,Phoebastria_immutabilis,0.0
Hikueru,Phoebastria_immutabilis,0.0
Hiti,Phoebastria_immutabilis,0.0
Huon,Phoebastria_immutabilis,0.0
Huvadhu,Phoebastria_immutabilis,0.0
Ifalik,Phoebastria_immutabilis,0.0
Ihavandhippolu,Phoebastria_immutabilis,0.0
Jaluit,Phoebastria_immutabilis,0.0
Jemo,Phoebastria_immutabilis,0.0
Johnston,Phoebastria_immutabilis,0.0
Kademat,Phoebastria_immutabilis,0.0
Kalpeni,Phoebastria_immutabilis,0.0
Kapingamarangi,Phoebastria_immutabilis,0.0
Katiu,Phoebastria_immutabilis,0.0
Kauehi,Phoebastria_immutabilis,0.0
Kaukura,Phoebastria_immutabilis,0.0
Kavaratti,Phoebastria_immutabilis,0.0
Kilinailau,Phoebastria_immutabilis,0.0
Kiltan,Phoebastria_immutabilis,0.0
Kiritimati,Phoebastria_immutabilis,0.0
Kolhumadulu,Phoebastria_immutabilis,0.0
Kuop,Phoebastria_immutabilis,0.0
Kure,Phoebastria_immutabilis,50000.0
Kuria,Phoebastria_immutabilis,0.0
Kwajalein,Phoebastria_immutabilis,0.0
Lae,Phoebastria_immutabilis,0.0
Lamotrek,Phoebastria_immutabilis,0.0
Laualau,Phoebastria_immutabilis,0.0
Laysan,Phoebastria_immutabilis,280000.0
Lib,Phoebastria_immutabilis,0.0
Likiep,Phoebastria_immutabilis,0.0
Liot,Phoebastria_immutabilis,0.0
Lisianski,Phoebastria_immutabilis,53000.0
Long_Reef,Phoebastria_immutabilis,0.0
Losap,Phoebastria_immutabilis,0.0
Lukunor,Phoebastria_immutabilis,0.0
Maalhosmadulu,Phoebastria_immutabilis,0.0
Maiana,Phoebastria_immutabilis,0.0
Majuro,Phoebastria_immutabilis,0.0
Makemo,Phoebastria_immutabilis,0.0
Makunudhoo,Phoebastria_immutabilis,0.0
Malden,Phoebastria_immutabilis,0.0
Maloelap,Phoebastria_immutabilis,0.0
Malum,Phoebastria_immutabilis,0.0
Manihi,Phoebastria_immutabilis,0.0
Manihiki,Phoebastria_immutabilis,0.0
Manra,Phoebastria_immutabilis,0.0
Manuae,Phoebastria_immutabilis,0.0
Manuhangi,Phoebastria_immutabilis,0.0
Marakei,Phoebastria_immutabilis,0.0
Maria,Phoebastria_immutabilis,0.0
Maria_Est,Phoebastria_immutabilis,0.0
Marokau,Phoebastria_immutabilis,0.0
Marutea_Nord,Phoebastria_immutabilis,0.0
Marutea_Sud,Phoebastria_immutabilis,0.0
Mataiva,Phoebastria_immutabilis,0.0
Matureivavao,Phoebastria_immutabilis,0.0
Maupihaa,Phoebastria_immutabilis,0.0
McKean,Phoebastria_immutabilis,0.0
Midway,Phoebastria_immutabilis,1200000.0
Miladhunmadulu,Phoebastria_immutabilis,0.0
Mili,Phoebastria_immutabilis,0.0
Minicoy,Phoebastria_immutabilis,0.0
Mokil,Phoebastria_immutabilis,0.0
Morane,Phoebastria_immutabilis,0.0
Moruroa,Phoebastria_immutabilis,0.0
Motu_One,Phoebastria_immutabilis,0.0
Motutunga,Phoebastria_immutabilis,0.0
Mulaku,Phoebastria_immutabilis,0.0
Murilo,Phoebastria_immutabilis,0.0
Namoluk,Phoebastria_immutabilis,0.0
Namonuito,Phoebastria_immutabilis,0.0
Namorik,Phoebastria_immutabilis,0.0
Namu,Phoebastria_immutabilis,0.0
Nanumanga,Phoebastria_immutabilis,0.0
Nanumea,Phoebastria_immutabilis,0.0
Napuka,Phoebastria_immutabilis,0.0
Nengonengo,Phoebastria_immutabilis,0.0
Ngcheangel,Phoebastria_immutabilis,0.0
Ngulu,Phoebastria_immutabilis,0.0
Niau,Phoebastria_immutabilis,0.0
Nihiru,Phoebastria_immutabilis,0.0
Nikumaroro,Phoebastria_immutabilis,0.0
Nikunau,Phoebastria_immutabilis,0.0
Ninigo,Phoebastria_immutabilis,0.0
Niutao,Phoebastria_immutabilis,0.0
Nomwin,Phoebastria_immutabilis,0.0
Nonouti,Phoebastria_immutabilis,0.0
North_Male,Phoebastria_immutabilis,0.0
North_Nilandhe,Phoebastria_immutabilis,0.0
Nuguria,Phoebastria_immutabilis,0.0
Nui,Phoebastria_immutabilis,0.0
Nukapu,Phoebastria_immutabilis,0.0
Nukufetau,Phoebastria_immutabilis,0.0
Nukulaelae,Phoebastria_immutabilis,0.0
Nukumanu,Phoebastria_immutabilis,0.0
Nukumbasanga,Phoebastria_immutabilis,0.0
Nukunonu,Phoebastria_immutabilis,0.0
Nukuoro,Phoebastria_immutabilis,0.0
Nukutepipi,Phoebastria_immutabilis,0.0
Numa_Miombilou,Phoebastria_immutabilis,0.0
Nupani,Phoebastria_immutabilis,0.0
Oeno,Phoebastria_immutabilis,0.0
Olimarao,Phoebastria_immutabilis,0.0
Onotoa,Phoebastria_immutabilis,0.0
Ontong_Java,Phoebastria_immutabilis,0.0
Oroluk,Phoebastria_immutabilis,0.0
Orona,Phoebastria_immutabilis,0.0
Pakin,Phoebastria_immutabilis,0.0
Palmerston,Phoebastria_immutabilis,0.0
Palmyra,Phoebastria_immutabilis,0.0
Paraoa,Phoebastria_immutabilis,0.0
Pearl_and_Hermes,Phoebastria_immutabilis,14000.0
Peremul_Par,Phoebastria_immutabilis,0.0
Peros_Banhos,Phoebastria_immutabilis,0.0
Pinaki,Phoebastria_immutabilis,0.0
Pingelap,Phoebastria_immutabilis,0.0
Pinipel,Phoebastria_immutabilis,0.0
Pukapuka,Phoebastria_immutabilis,0.0
Puka-Puka,Phoebastria_immutabilis,0.0
Pukarua,Phoebastria_immutabilis,0.0
Pulap,Phoebastria_immutabilis,0.0
Pulusuk,Phoebastria_immutabilis,0.0
Puluwat,Phoebastria_immutabilis,0.0
Qelelevu,Phoebastria_immutabilis,0.0
Rakahanga,Phoebastria_immutabilis,0.0
Rangiroa,Phoebastria_immutabilis,0.0
Raraka,Phoebastria_immutabilis,0.0
Raroia,Phoebastria_immutabilis,0.0
Rasdhoo,Phoebastria_immutabilis,0.0
Ravahere,Phoebastria_immutabilis,0.0
Rawaki,Phoebastria_immutabilis,0.0
Reao,Phoebastria_immutabilis,0.0
Redlick,Phoebastria_immutabilis,0.0
Reitoru,Phoebastria_immutabilis,0.0
Rekareka,Phoebastria_immutabilis,0.0
Rongelap,Phoebastria_immutabilis,0.0
Rongerik,Phoebastria_immutabilis,0.0
Rose,Phoebastria_immutabilis,0.0
Rowa,Phoebastria_immutabilis,0.0
Saloman,Phoebastria_immutabilis,0.0
Sama,Phoebastria_immutabilis,0.0
Samasuma,Phoebastria_immutabilis,0.0
Sapwuahfik,Phoebastria_immutabilis,0.0
Satawan,Phoebastria_immutabilis,0.0
Scilly,Phoebastria_immutabilis,0.0
Sorol,Phoebastria_immutabilis,0.0
South_Maalhosmadulu,Phoebastria_immutabilis,0.0
South_Nilandhe,Phoebastria_immutabilis,0.0
St_Francois,Phoebastria_immutabilis,0.0
St_Joseph,Phoebastria_immutabilis,0.0
Starbuck,Phoebastria_immutabilis,0.0
Suheli_Par,Phoebastria_immutabilis,0.0
Surprise,Phoebastria_immutabilis,0.0
Suwarrow,Phoebastria_immutabilis,0.0
Swains,Phoebastria_immutabilis,0.0
Tabiteuea,Phoebastria_immutabilis,0.0
Tabuaeran,Phoebastria_immutabilis,0.0
Taenga,Phoebastria_immutabilis,0.0
Tahanea,Phoebastria_immutabilis,0.0
Taiaro,Phoebastria_immutabilis,0.0
Taka,Phoebastria_immutabilis,0.0
Takapoto,Phoebastria_immutabilis,0.0
Takaroa,Phoebastria_immutabilis,0.0
Takume,Phoebastria_immutabilis,0.0
Takuu,Phoebastria_immutabilis,0.0
Tarawa,Phoebastria_immutabilis,0.0
Tatakoto,Phoebastria_immutabilis,0.0
Tauere,Phoebastria_immutabilis,0.0
Tekokota,Phoebastria_immutabilis,0.0
Temitangi,Phoebastria_immutabilis,0.0
Temoe,Phoebastria_immutabilis,0.0
Tenararo,Phoebastria_immutabilis,0.0
Tenaruga,Phoebastria_immutabilis,0.0
Tepoto,Phoebastria_immutabilis,0.0
Teraina,Phoebastria_immutabilis,0.0
Tetiaroa,Phoebastria_immutabilis,0.0
Thiladhunmathi,Phoebastria_immutabilis,0.0
Tikehau,Phoebastria_immutabilis,0.0
Toau,Phoebastria_immutabilis,0.0
Tongareva,Phoebastria_immutabilis,0.0
Tuanake,Phoebastria_immutabilis,0.0
Tubbataha,Phoebastria_immutabilis,0.0
Tupai,Phoebastria_immutabilis,0.0
Tureia,Phoebastria_immutabilis,0.0
Ujae,Phoebastria_immutabilis,0.0
Ujelang,Phoebastria_immutabilis,0.0
Ulithi,Phoebastria_immutabilis,0.0
Utirik,Phoebastria_immutabilis,0.0
Vahanga,Phoebastria_immutabilis,0.0
Vahitahi,Phoebastria_immutabilis,0.0
Vairaatea,Phoebastria_immutabilis,0.0
Vaitupu,Phoebastria_immutabilis,0.0
Vanavana,Phoebastria_immutabilis,0.0
Vattaru,Phoebastria_immutabilis,0.0
Wailagilala,Phoebastria_immutabilis,0.0
Wake,Phoebastria_immutabilis,2.0
West_Fayu,Phoebastria_immutabilis,0.0
Woleai,Phoebastria_immutabilis,0.0
Wotho,Phoebastria_immutabilis,0.0
Wotje,Phoebastria_immutabilis,0.0
Abaiang,Phoebastria_nigripes,0.0
Abariringa,Phoebastria_nigripes,0.0
Abemama,Phoebastria_nigripes,0.0
Addu,Phoebastria_nigripes,0.0
Ahe,Phoebastria_nigripes,0.0
Ahunui,Phoebastria_nigripes,0.0
Ailinginae,Phoebastria_nigripes,0.0
Ailinglaplap,Phoebastria_nigripes,0.0
Ailuk,Phoebastria_nigripes,0.0
Aldabra,Phoebastria_nigripes,0.0
Alphonse,Phoebastria_nigripes,0.0
Amanu,Phoebastria_nigripes,0.0
Anaa,Phoebastria_nigripes,0.0
Analtin,Phoebastria_nigripes,0.0
Ant,Phoebastria_nigripes,0.0
Anuanuraro,Phoebastria_nigripes,0.0
Anuanurunga,Phoebastria_nigripes,0.0
Apataki,Phoebastria_nigripes,0.0
Aranuka,Phoebastria_nigripes,0.0
Aratika,Phoebastria_nigripes,0.0
Ari,Phoebastria_nigripes,0.0
Arno,Phoebastria_nigripes,0.0
Arutua,Phoebastria_nigripes,0.0
Astove,Phoebastria_nigripes,0.0
Atafu,Phoebastria_nigripes,0.0
Aur,Phoebastria_nigripes,0.0
Awin,Phoebastria_nigripes,0.0
Bangaram,Phoebastria_nigripes,0.0
Beautemps-Beaupre,Phoebastria_nigripes,0.0
Bellona,Phoebastria_nigripes,0.0
Beru,Phoebastria_nigripes,0.0
Bikar,Phoebastria_nigripes,0.0
Bikini,Phoebastria_nigripes,0.0
Birnie,Phoebastria_nigripes,0.0
Bitra_Par,Phoebastria_nigripes,0.0
Bokaak,Phoebastria_nigripes,0.0
Bramble_Haven,Phoebastria_nigripes,0.0
Budibudi,Phoebastria_nigripes,0.0
Butaritari,Phoebastria_nigripes,0.0
Byramgore,Phoebastria_nigripes,0.0
Caroline,Phoebastria_nigripes,0.0
Cherbaniani,Phoebastria_nigripes,0.0
Chesterfield,Phoebastria_nigripes,0.0
Chetlat,Phoebastria_nigripes,0.0
Clipperton,Phoebastria_nigripes,0.0
Cocos,Phoebastria_nigripes,0.0
Conflict,Phoebastria_nigripes,0.0
Cosmoledo,Phoebastria_nigripes,0.0
Diego_Garcia,Phoebastria_nigripes,0.0
Ducie,Phoebastria_nigripes,0.0
Eauripik,Phoebastria_nigripes,0.0
Ebon,Phoebastria_nigripes,0.0
Egmont,Phoebastria_nigripes,0.0
Egum,Phoebastria_nigripes,0.0
Elato,Phoebastria_nigripes,0.0
Enderbury,Phoebastria_nigripes,0.0
Eniwetok,Phoebastria_nigripes,0.0
Erikub,Phoebastria_nigripes,0.0
Etal,Phoebastria_nigripes,0.0
Europa,Phoebastria_nigripes,0.0
Faadhippolhu,Phoebastria_nigripes,0.0
Faaite,Phoebastria_nigripes,0.0
Fakahina,Phoebastria_nigripes,0.0
Fakaofo,Phoebastria_nigripes,0.0
Fakarava,Phoebastria_nigripes,0.0
Fangatau,Phoebastria_nigripes,0.0
Fangataufa,Phoebastria_nigripes,0.0
Faraulep,Phoebastria_nigripes,0.0
Farquhar,Phoebastria_nigripes,0.0
Felidhu,Phoebastria_nigripes,0.0
French_Frigate_Shoals,Phoebastria_nigripes,10000.0
Funafuti,Phoebastria_nigripes,0.0
Gaafaru,Phoebastria_nigripes,0.0
Glorioso,Phoebastria_nigripes,0.0
Great_Chagos_Bank,Phoebastria_nigripes,0.0
Haddhunmathi,Phoebastria_nigripes,0.0
Hao,Phoebastria_nigripes,0.0
Haraiki,Phoebastria_nigripes,0.0
Helen,Phoebastria_nigripes,0.0
Hereheretui,Phoebastria_nigripes,0.0
Hikueru,Phoebastria_nigripes,0.0
Hiti,Phoebastria_nigripes,0.0
Huon,Phoebastria_nigripes,0.0
Huvadhu,Phoebastria_nigripes,0.0
Ifalik,Phoebastria_nigripes,0.0
Ihavandhippolu,Phoebastria_nigripes,0.0
Jaluit,Phoebastria_nigripes,0.0
Jemo,Phoebastria_nigripes,0.0
Johnston,Phoebastria_nigripes,0.0
Kademat,Phoebastria_nigripes,0.0
Kalpeni,Phoebastria_nigripes,0.0
Kapingamarangi,Phoebastria_nigripes,0.0
Katiu,Phoebastria_nigripes,0.0
Kauehi,Phoebastria_nigripes,0.0
Kaukura,Phoebastria_nigripes,0.0
Kavaratti,Phoebastria_nigripes,0.0
Kilinailau,Phoebastria_nigripes,0.0
Kiltan,Phoebastria_nigripes,0.0
Kiritimati,Phoebastria_nigripes,0.0
Kolhumadulu,Phoebastria_nigripes,0.0
Kuop,Phoebastria_nigripes,0.0
Kure,Phoebastria_nigripes,7000.0
Kuria,Phoebastria_nigripes,0.0
Kwajalein,Phoebastria_nigripes,0.0
Lae,Phoebastria_nigripes,0.0
Lamotrek,Phoebastria_nigripes,0.0
Laualau,Phoebastria_nigripes,0.0
Laysan,Phoebastria_nigripes,46000.0
Lib,Phoebastria_nigripes,0.0
Likiep,Phoebastria_nigripes,0.0
Liot,Phoebastria_nigripes,0.0
Lisianski,Phoebastria_nigripes,4200.0
Long_Reef,Phoebastria_nigripes,0.0
Losap,Phoebastria_nigripes,0.0
Lukunor,Phoebastria_nigripes,0.0
Maalhosmadulu,Phoebastria_nigripes,0.0
Maiana,Phoebastria_nigripes,0.0
Majuro,Phoebastria_nigripes,0.0
Makemo,Phoebastria_nigripes,0.0
Makunudhoo,Phoebastria_nigripes,0.0
Malden,Phoebastria_nigripes,0.0
Maloelap,Phoebastria_nigripes,0.0
Malum,Phoebastria_nigripes,0.0
Manihi,Phoebastria_nigripes,0.0
Manihiki,Phoebastria_nigripes,0.0
Manra,Phoebastria_nigripes,0.0
Manuae,Phoebastria_nigripes,0.0
Manuhangi,Phoebastria_nigripes,0.0
Marakei,Phoebastria_nigripes,0.0
Maria,Phoebastria_nigripes,0.0
Maria_Est,Phoebastria_nigripes,0.0
Marokau,Phoebastria_nigripes,0.0
Marutea_Nord,Phoebastria_nigripes,0.0
Marutea_Sud,Phoebastria_nigripes,0.0
Mataiva,Phoebastria_nigripes,0.0
Matureivavao,Phoebastria_nigripes,0.0
Maupihaa,Phoebastria_nigripes,0.0
McKean,Phoebastria_nigripes,0.0
Midway,Phoebastria_nigripes,56000.0
Miladhunmadulu,Phoebastria_nigripes,0.0
Mili,Phoebastria_nigripes,0.0
Minicoy,Phoebastria_nigripes,0.0
Mokil,Phoebastria_nigripes,0.0
Morane,Phoebastria_nigripes,0.0
Moruroa,Phoebastria_nigripes,0.0
Motu_One,Phoebastria_nigripes,0.0
Motutunga,Phoebastria_nigripes,0.0
Mulaku,Phoebastria_nigripes,0.0
Murilo,Phoebastria_nigripes,0.0
Namoluk,Phoebastria_nigripes,0.0
Namonuito,Phoebastria_nigripes,0.0
Namorik,Phoebastria_nigripes,0.0
Namu,Phoebastria_nigripes,0.0
Nanumanga,Phoebastria_nigripes,0.0
Nanumea,Phoebastria_nigripes,0.0
Napuka,Phoebastria_nigripes,0.0
Nengonengo,Phoebastria_nigripes,0.0
