Species,atoll,reference,Order,Family
"Exoprosopa aldabrae (Greathead, 1976)",Cosmoledo,"Greathead, D.J. (1976) The Bombyliidae of Aldabra Island with notes on the species of the Villa hottentota (L.) group from Africa and the islands of the western Indian Ocean",Diptera,Bombyliidae
"Geron dilutus (Bowden, 1974)",Aldabra,"Greathead, D.J. (1976) The Bombyliidae of Aldabra Island with notes on the species of the Villa hottentota (L.) group from Africa and the islands of the western Indian Ocean",Diptera,Bombyliidae
"Geron dilutus (Bowden, 1974)",Astove,"Greathead, D.J. (1976) The Bombyliidae of Aldabra Island with notes on the species of the Villa hottentota (L.) group from Africa and the islands of the western Indian Ocean",Diptera,Bombyliidae
"Geron dilutus (Bowden, 1974)",Cosmoledo,"Greathead, D.J. (1976) The Bombyliidae of Aldabra Island with notes on the species of the Villa hottentota (L.) group from Africa and the islands of the western Indian Ocean",Diptera,Bombyliidae
"Micomitra famula (Bezzi, 1923)",Aldabra,"Greathead, D.J. (1976) The Bombyliidae of Aldabra Island with notes on the species of the Villa hottentota (L.) group from Africa and the islands of the western Indian Ocean",Diptera,Bombyliidae
"Poecilanthrax tegminipennis (Say, 1824)",Aldabra,"Greathead, D.J. (1976) The Bombyliidae of Aldabra Island with notes on the species of the Villa hottentota (L.) group from Africa and the islands of the western Indian Ocean",Diptera,Bombyliidae
"Villa aldabrae (Greathead, 1976)",Aldabra,"Greathead, D.J. (1976) The Bombyliidae of Aldabra Island with notes on the species of the Villa hottentota (L.) group from Africa and the islands of the western Indian Ocean",Diptera,Bombyliidae
Calliphora sp.,Takapoto,"Rivière, F. (1979) La vie animale terrestre à Takapoto",Diptera,Calliphoridae
"Chrysomya albiceps (Wiedemann, 1819)",Aldabra,"Frith, D.W. (1979) A list of insects caught in light traps on West Island, Aldabra Atoll, Indian Ocean",Diptera,Calliphoridae
"Chrysomya flaviceps (Macquart, 1835)",South Keeling,"Wood-Jones, F. (1909) The fauna of the Cocos-Keeling Atoll, collected by F. Wood-Jones",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Arno,"James, M.T. (1962) Insects of Micronesia - Diptera: Stratiomyidae; Calliphoridae",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Diego Garcia,"Barnett, L.K., & Emms, C. (1996) An annotated checklist of the Chagos archipelago terrestrial fauna (omitting birds) recorded during the 1996 'Friends of the Chagos' expedition",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Eniwetok,"James, M.T. (1962) Insects of Micronesia - Diptera: Stratiomyidae; Calliphoridae",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Jaluit,"James, M.T. (1962) Insects of Micronesia - Diptera: Stratiomyidae; Calliphoridae",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Kapingamarangi,"James, M.T. (1962) Insects of Micronesia - Diptera: Stratiomyidae; Calliphoridae",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Majuro,"James, M.T. (1962) Insects of Micronesia - Diptera: Stratiomyidae; Calliphoridae",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Ngcheangel,"James, M.T. (1962) Insects of Micronesia - Diptera: Stratiomyidae; Calliphoridae",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Onotoa,"James, M.T. (1962) Insects of Micronesia - Diptera: Stratiomyidae; Calliphoridae",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Ulithi,"James, M.T. (1962) Insects of Micronesia - Diptera: Stratiomyidae; Calliphoridae",Diptera,Calliphoridae
"Chrysomya megacephala (Fabricius, 1794)",Wake,"James, M.T. (1962) Insects of Micronesia - Diptera: Stratiomyidae; Calliphoridae",Diptera,Calliphoridae
"Chrysomya rufifacies (Macquart, 1844)",Majuro,"James, M.T. (1962) Insects of Micronesia - Diptera: Stratiomyidae; Calliphoridae",Diptera,Calliphoridae
Dyscritomyia sp.,Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Diptera,Calliphoridae
"Hemipyrellia tagaliana (Bigot, 1877)",Ngcheangel,"James, M.T. (1962) Insects of Micronesia - Diptera: Stratiomyidae; Calliphoridae",Diptera,Calliphoridae
"Lucilia cuprina (Wiedemann, 1830)",Eniwetok,"James, M.T. (1962) Insects of Micronesia - Diptera: Stratiomyidae; Calliphoridae",Diptera,Calliphoridae
"Lucilia cuprina (Wiedemann, 1830)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Diptera,Calliphoridae
"Lucilia cuprina (Wiedemann, 1830)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Diptera,Calliphoridae
"Lucilia graphita (Shannon, 1926)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Diptera,Calliphoridae
"Lucilia graphita (Shannon, 1926)",Laysan,"Butler, G.D. (1961) Insects and other arthropods from Laysan Island",Diptera,Calliphoridae
"Lucilia graphita (Shannon, 1926)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Diptera,Calliphoridae
"Lucilia graphita (Shannon, 1926)",Pearl and Hermes,"Beardsley, J.W. (1966) Insects and other terrestrial arthropods from the Leeward Hawaiian Islands",Diptera,Calliphoridae
"Lucilia sericata (Meigen, 1826)",Abariringa,"van Zwaluwenburg, R.H. (1942) The insects of Canton Island",Diptera,Calliphoridae
"Lucilia sericata (Meigen, 1826)",Johnston,"Rash, R. (2020) Checklist and images documenting the biodiversity of Johnston Atoll National Wildlife Refuge",Diptera,Calliphoridae
"Lucilia sericata (Meigen, 1826)",Kwajalein,"Sugerman, B.B. (1979) Additions to the list of insects and other arthropods from Kwajalein atoll (Marshall Islands)",Diptera,Calliphoridae
"Lucilia sericata (Meigen, 1826)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Diptera,Calliphoridae
"Lucilia sericata (Meigen, 1826)",Oeno,"Mathis, W.N. (1989) Diptera (Insecta) or true flies of the Pitcairn Group (Ducie, Henderson, Oeno, and Pitcairn Islands)",Diptera,Calliphoridae
"Lucilia sericata (Meigen, 1826)",Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Diptera,Calliphoridae
"Lucilia sericata (Meigen, 1826)",Wake,"Bryan, E.H. (1926) Insects of Hawaii, Johnston Island and Wake Island",Diptera,Calliphoridae
Lucilia sp.,Laysan,"Butler, G.D. (1961) Insects and other arthropods from Laysan Island",Diptera,Calliphoridae
"Canaceoides angulatus (Wirth, 1969)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Diptera,Canacidae
"Canaceoides nudatus (Cresson, 1926)",Laysan,"Butler, G.D., & Usinger, R.L. (1963) Insects and other invertebrates from Laysan Island",Diptera,Canacidae
"Canaceoides nudatus (Cresson, 1926)",Wake,"Bryan, E.H. (1926) Insects of Hawaii, Johnston Island and Wake Island",Diptera,Canacidae
Canaceoides sp.,Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Diptera,Canacidae
"Dasyrhicnoessa ferruginea (Lamb, 1914)",Aldabra,"Lamb, C.G. (1914) No. XV - Diptera - Heteroneuridae, Ortalidae, Trypetidae, Sepsidae, Micropezidae, Drosophilidae, Geomyzidae, Milichidae",Diptera,Canacidae
"Dasyrhicnoessa insularis (Aldrich, 1931)",Abariringa,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Dasyrhicnoessa insularis (Aldrich, 1931)",Eniwetok,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Dasyrhicnoessa insularis (Aldrich, 1931)",Jaluit,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Dasyrhicnoessa insularis (Aldrich, 1931)",Kiritimati,"Krauss, N.L.H. (1953) Insects and other invertebrates from Palmyra atoll and Christmas Island",Diptera,Canacidae
"Dasyrhicnoessa insularis (Aldrich, 1931)",Kwajalein,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Dasyrhicnoessa insularis (Aldrich, 1931)",Majuro,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Dasyrhicnoessa insularis (Aldrich, 1931)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Diptera,Canacidae
"Dasyrhicnoessa insularis (Aldrich, 1931)",Oeno,"Mathis, W.N. (1989) Diptera (Insecta) or true flies of the Pitcairn Group (Ducie, Henderson, Oeno, and Pitcairn Islands)",Diptera,Canacidae
"Dasyrhicnoessa insularis (Aldrich, 1931)",Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Diptera,Canacidae
"Dasyrhicnoessa insularis (Aldrich, 1931)",Pearl and Hermes,"Beardsley, J.W. (1966) Insects and other terrestrial arthropods from the Leeward Hawaiian Islands",Diptera,Canacidae
"Dasyrhicnoessa insularis (Aldrich, 1931)",Wake,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Dasyrhicnoessa sexseriata (Hendel, 1934)",Wake,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Dasyrhicnoessa vockerothi (Hardy & Delfinado, 1980)",Aldabra,"Munari, L. (2014) New Indo-Pacific species of Dasyrhicnoessa Hendel, 1934 and Pseudorhicnoessa Malloch, 1914 (Diptera: Canacidae: Tethininae)",Diptera,Canacidae
"Dasyrhicnoessa vockerothi (Hardy & Delfinado, 1980)",Arno,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Dasyrhicnoessa vockerothi (Hardy & Delfinado, 1980)",Astove,"Munari, L. (2014) New Indo-Pacific species of Dasyrhicnoessa Hendel, 1934 and Pseudorhicnoessa Malloch, 1914 (Diptera: Canacidae: Tethininae)",Diptera,Canacidae
"Dasyrhicnoessa vockerothi (Hardy & Delfinado, 1980)",Eniwetok,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Dasyrhicnoessa vockerothi (Hardy & Delfinado, 1980)",Jaluit,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Dasyrhicnoessa vockerothi (Hardy & Delfinado, 1980)",Kwajalein,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Dasyrhicnoessa vockerothi (Hardy & Delfinado, 1980)",Majuro,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Dasyrhicnoessa vockerothi (Hardy & Delfinado, 1980)",Ngcheangel,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Dasyrhicnoessa vockerothi (Hardy & Delfinado, 1980)",Wake,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Nocticanace mahensis (Lamb, 1912)",Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Diptera,Canacidae
"Nocticanace marshallensis (Wirth, 1951)",Eniwetok,"Samuelson, G.A., & Nishida, G.M. (1987) Insects and allies (arthropods) of Enewetak atoll",Diptera,Canacidae
"Nocticanace marshallensis (Wirth, 1951)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Diptera,Canacidae
"Nocticanace marshallensis (Wirth, 1951)",Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Diptera,Canacidae
Nocticanace sp.,Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Diptera,Canacidae
Nocticanace sp.,Oeno,"Mathis, W.N. (1989) Diptera (Insecta) or true flies of the Pitcairn Group (Ducie, Henderson, Oeno, and Pitcairn Islands)",Diptera,Canacidae
"Pseudorhicnoessa spinipes (Malloch, 1914)",Likiep,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Pseudorhicnoessa spinipes (Malloch, 1914)",Majuro,"Sasakawa, M. (1994) Insects of Micronesia - Diptera: Tethinidae",Diptera,Canacidae
"Tethina variseta (Melander, 1952)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Diptera,Canacidae
Tethina sp.,Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Diptera,Canacidae
"Allobremia cf. upolui (Barnes, 1928)",Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Diptera,Cecidomyiidae
Asynapta sp.,Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Diptera,Cecidomyiidae
"Giardomyia pallidithorax (Hardy, 1960)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Diptera,Cecidomyiidae
Lestodiplosis sp.,Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Diptera,Cecidomyiidae
Lestremia sp.,Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Diptera,Cecidomyiidae
"Parallelodiplosis bimaculata (Hardy, 1960)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Diptera,Cecidomyiidae
"Peromyia cf. seychellensis (Kieffer, 1911)",Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Diptera,Cecidomyiidae
Porricondyla sp.,Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Diptera,Cecidomyiidae
"Alluaudomyia monosticta (Ingram & Macfie, 1923)",Aldabra,"Wirth, W.W. (1990) The biting midges of Aldabra Atoll (Diptera: Ceratopogonidae)",Diptera,Ceratopogonidae
"Atrichopogon armaticaudalis (Tokunaga & Murachi, 1959)",Losap,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Atrichopogon armaticaudalis (Tokunaga & Murachi, 1959)",Ngcheangel,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
Atrichopogon sp.,Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Diptera,Ceratopogonidae
"Bezzia africana (Ingram & Macfie, 1923)",Aldabra,"Wirth, W.W. (1990) The biting midges of Aldabra Atoll (Diptera: Ceratopogonidae)",Diptera,Ceratopogonidae
Bezzia sp.,Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Diptera,Ceratopogonidae
"Culicoides adamskii (Wirth, 1990)",Aldabra,"Wirth, W.W. (1990) The biting midges of Aldabra Atoll (Diptera: Ceratopogonidae)",Diptera,Ceratopogonidae
"Culicoides belkini (Wirth & Arnaud, 1969)",Takapoto,"Rivière, F. (1979) La vie animale terrestre à Takapoto",Diptera,Ceratopogonidae
"Culicoides kusaiensis (Tokunaga, 1940)",Arno,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Culicoides peliliouensis (Tokunaga, 1936)",Ngcheangel,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea calvescens (Macfie, 1938)",Laysan,"Asquith, A. (1994) The arthropod fauna of Laysan Island",Diptera,Ceratopogonidae
"Dasyhelea calvescens (Macfie, 1938)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Diptera,Ceratopogonidae
"Dasyhelea cogani (Wirth, 1990)",Aldabra,"Wirth, W.W. (1990) The biting midges of Aldabra Atoll (Diptera: Ceratopogonidae)",Diptera,Ceratopogonidae
"Dasyhelea esakii (Tokunaga, 1940)",South Keeling,"Debenham, M.L. (1987) Ceratopogonidae (Diptera) of the Cocs (Keeling) Islands",Diptera,Ceratopogonidae
"Dasyhelea esakii (Tokunaga, 1940)",Eniwetok,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea esakii (Tokunaga, 1940)",Kapingamarangi,"Niering, W. A. (1963) Terrestrial ecology of Kapingamarangi atoll, Caroline Islands",Diptera,Ceratopogonidae
"Dasyhelea esakii (Tokunaga, 1940)",Ngcheangel,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea flavescens (Tokunaga & Murachi, 1959)",Arno,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea flavescens (Tokunaga & Murachi, 1959)",Eniwetok,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea flavescens (Tokunaga & Murachi, 1959)",Jaluit,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea flavescens (Tokunaga & Murachi, 1959)",Majuro,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea flavibasalis (Tokunaga, 1940)",Eniwetok,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea flavibasalis (Tokunaga, 1940)",Jaluit,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea flavicaudalis (Tokunaga & Murachi, 1959)",Pingelap,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea fenerivensis (De Meillon, 1961)",Aldabra,"Wirth, W.W. (1990) The biting midges of Aldabra Atoll (Diptera: Ceratopogonidae)",Diptera,Ceratopogonidae
"Dasyhelea fumala (Tokunaga, 1940)",Jaluit,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea fumala (Tokunaga, 1940)",Kapingamarangi,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea fumala (Tokunaga, 1940)",Mokil,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea fumala (Tokunaga, 1940)",Pingelap,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea cf. hawaiiensis (Macfie, 1938)",Kiritimati,"Krauss, N.L.H. (1953) Insects and other invertebrates from Palmyra atoll and Christmas Island",Diptera,Ceratopogonidae
"Dasyhelea cf. hawaiiensis (Macfie, 1938)",Palmyra,"Krauss, N.L.H. (1953) Insects and other invertebrates from Palmyra atoll and Christmas Island",Diptera,Ceratopogonidae
"Dasyhelea hutsoni (Wirth, 1990)",Aldabra,"Wirth, W.W. (1990) The biting midges of Aldabra Atoll (Diptera: Ceratopogonidae)",Diptera,Ceratopogonidae
"Dasyhelea insularis (Tokunaga, 1940)",Ngcheangel,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea insulicola (Tokunaga & Murachi, 1959)",Majuro,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea intonsa (Debenham, 1987)",South Keeling,"Debenham, M.L. (1987) Ceratopogonidae (Diptera) of the Cocs (Keeling) Islands",Diptera,Ceratopogonidae
"Dasyhelea nigricans (Carter, Ingram & Macfie, 1923)",Aldabra,"Wirth, W.W. (1990) The biting midges of Aldabra Atoll (Diptera: Ceratopogonidae)",Diptera,Ceratopogonidae
"Dasyhelea nigripygma (Tokunaga, 1959)",Ngcheangel,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea palauensis (Tokunaga, 1940)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Diptera,Ceratopogonidae
"Dasyhelea peliliouensis (Tokunaga, 1940)",Arno,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea peliliouensis (Tokunaga, 1940)",Eniwetok,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea peliliouensis (Tokunaga, 1940)",Jaluit,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea peliliouensis (Tokunaga, 1940)",Kapingamarangi,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea peliliouensis (Tokunaga, 1940)",Likiep,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea peliliouensis (Tokunaga, 1940)",Majuro,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea peliliouensis (Tokunaga, 1940)",Ulithi,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea perfida (Johannsen, 1931)",Jaluit,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea perfida (Johannsen, 1931)",Kapingamarangi,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea perfida (Johannsen, 1931)",Ulithi,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea quaternihamata (Tokunaga & Murachi, 1959)",Jaluit,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea quaternihamata (Tokunaga & Murachi, 1959)",Mokil,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea sagittifera (Tokunaga & Murachi, 1959)",Jaluit,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Dasyhelea speciosa (Clastrier, 1983)",Aldabra,"Wirth, W.W. (1990) The biting midges of Aldabra Atoll (Diptera: Ceratopogonidae)",Diptera,Ceratopogonidae
"Dasyhelea tamsi (Wirth & Messersmith, 1977)",Aldabra,"Wirth, W.W. (1990) The biting midges of Aldabra Atoll (Diptera: Ceratopogonidae)",Diptera,Ceratopogonidae
Dasyhelea sp.,Arno,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
Dasyhelea sp.,Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Diptera,Ceratopogonidae
Dasyhelea sp.,Ngcheangel,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
Dasyhelea sp.,Nukunonu,"Hickley, A.D. (1969) Ecology of terrestrial arthropods of the Tokelau atolls",Diptera,Ceratopogonidae
Dasyhelea sp.,Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Diptera,Ceratopogonidae
Dasyhelea sp.,Takapoto,"Rivière, F. (1979) La vie animale terrestre à Takapoto",Diptera,Ceratopogonidae
"Forcipomyia borbonica (Clastrier, 1959)",South Keeling,"Debenham, M.L. (1987) Ceratopogonidae (Diptera) of the Cocs (Keeling) Islands",Diptera,Ceratopogonidae
"Forcipomyia chrysolopha (Kieffer, 1911)",Aldabra,"Wirth, W.W. (1990) The biting midges of Aldabra Atoll (Diptera: Ceratopogonidae)",Diptera,Ceratopogonidae
"Forcipomyia chrysolopha (Kieffer, 1911)",South Keeling,"Debenham, M.L. (1987) Ceratopogonidae (Diptera) of the Cocs (Keeling) Islands",Diptera,Ceratopogonidae
"Forcipomyia esakiana (Tokunaga, 1940)",Likiep,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Forcipomyia fascicauda (Tokunaga, 1940)",Kapingamarangi,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Forcipomyia flavitibialis (Tokunaga & Murachi, 1959)",Arno,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Forcipomyia flavitibialis (Tokunaga & Murachi, 1959)",Kapingamarangi,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Forcipomyia fidens (Macfie, 1936)",Likiep,"Tokunaga, M., & Murachi, E.K. (1959) Insects of Micronesia - Diptera: Ceratopogonidae",Diptera,Ceratopogonidae
"Forcipomyia fuliginosa (Meigen, 1818)",Aldabra,"Wirth, W.W. (1990) The biting midges of Aldabra Atoll (Diptera: Ceratopogonidae)",Diptera,Ceratopogonidae
"Forcipomyia fuscimana (Kieffer, 1921)",Kapingamarangi,"Niering, W. A. (1963) Terrestrial ecology of Kapingamarangi atoll, Caroline Islands",Diptera,Ceratopogonidae
