Species,atoll,reference,Order,Family
Carabodes sp.,Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island, Theobald, F.V. (1913) Culicidae from New Caledonia and the Loyalty Islands",Sarcoptiformes,Carabodidae
"Epilohmannia cylindrica (Berlese, 1904)",Nukunonu,"Hickley, A.D. (1969) Ecology of terrestrial arthropods of the Tokelau atolls",Sarcoptiformes,Epilohmanniidae
Pergalumna sp.,Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Sarcoptiformes,Galumnidae
"Hermannia foliata (Hammer, 1966)",Nukunonu,"Hickley, A.D. (1969) Ecology of terrestrial arthropods of the Tokelau atolls",Sarcoptiformes,Hermanniidae
"Neoliodes lamellatus (Rainbow, 1897)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Sarcoptiformes,Neoliodidae
"Hoplophorella rangiroaensis (Hammer, 1972)",Rangiroa,"Benton, T.G., & Lehtinen, P.T. (1995) Biodiversity and origin of the non-flying terrestrial arthropods of Henderson Island",Sarcoptiformes,Phthiracaridae
"Scheloribates frimbriatus (Thor, 1930)",Clipperton,"Sachet, M.-H. (1962) Geography and land ecology of Clipperton Island",Sarcoptiformes,Scheloribatidae
"Scheloribates frimbriatus (Thor, 1930)",Laysan,"Butler, G.D., & Usinger, R.L. (1963) Insects and other invertebrates from Laysan Island",Sarcoptiformes,Scheloribatidae
"Scheloribates indicus (Oudemans, 1915)",Clipperton,"Sachet, M.-H. (1962) Geography and land ecology of Clipperton Island",Sarcoptiformes,Scheloribatidae
"Scheloribates indicus (Oudemans, 1915)",Takapoto,"Rivière, F. (1979) La vie animale terrestre à Takapoto",Sarcoptiformes,Scheloribatidae
"Bdellodes longirostris (Hermann, 1804)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Trombidiformes,Bdellidae
"Aceria guerreronis (Keifer, 1965)",Kavaratti,"Selvaraj, K., Sumalatha, B.V., & Sundararaj, R. (2020) First record of four whiteflies (Hemiptera: Aleyrodidae) in Lakshadweep Islands, India",Trombidiformes,Eriophyidae
Calorema sp.,Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Trombidiformes,Smarididae
"Brevipalpus obovatus (Donnadieu, 1875)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Trombidiformes,Tenuipalpidae
"Brevipalpus obovatus (Donnadieu, 1875)",Laysan,"Butler, G.D. (1961) Insects and other arthropods from Laysan Island",Trombidiformes,Tenuipalpidae
"Tetranychus neocaledonicus (André, 1933)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Trombidiformes,Tetranychidae
"Tetranychus tumidus (Banks, 1900)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Trombidiformes,Tetranychidae
"Tetranychus urticae (Koch, 1836)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Trombidiformes,Tetranychidae
"Tetranychus urticae (Koch, 1836)",Kwajalein,"Sugerman, B.B. (1979) Additions to the list of insects and other arthropods from Kwajalein atoll (Marshall Islands)",Trombidiformes,Tetranychidae
Tetranychus sp.,Rangiroa,"Cocherau, P. (1966) Compte rendu d'une mission d'inventaire faunistique aux îles Gambier et Tuamotu (Avril - Mai 1966)",Trombidiformes,Tetranychidae
"Asca quinquesetosa (Wharton, 1941)",Clipperton,"Sachet, M.-H. (1962) Geography and land ecology of Clipperton Island",Mesostigmata,Ascidae
Proctolaelaps sp.,Nukunonu,"Hickley, A.D. (1969) Ecology of terrestrial arthropods of the Tokelau atolls",Mesostigmata,Ascidae
Fuscuropoda sp.,Clipperton,"Sachet, M.-H. (1962) Geography and land ecology of Clipperton Island",Mesostigmata,Dinychidae
Cosmolaelaps sp.,Clipperton,"Sachet, M.-H. (1962) Geography and land ecology of Clipperton Island",Mesostigmata,Laelapidae
"Echinolaelaps echidninus (Berlese, 1887)",Arno,"Wilson, N. (1967) Insects of Micronesia - Acarina: Mesostigmata - Dermanyssidae, Laelapidae, Spinturnicidae, parasitic on vertebrates",Mesostigmata,Laelapidae
"Echinolaelaps echidninus (Berlese, 1887)",Majuro,"Wilson, N. (1967) Insects of Micronesia - Acarina: Mesostigmata - Dermanyssidae, Laelapidae, Spinturnicidae, parasitic on vertebrates",Mesostigmata,Laelapidae
"Echinolaelaps echidninus (Berlese, 1887)",Rose,"Kami, K.S., & Miller, S.E. (1998) Samoan insects and related arthropods: checklist and bibliography",Mesostigmata,Laelapidae
"Echinolaelaps echidninus (Berlese, 1887)",Takapoto,"Rivière, F. (1979) La vie animale terrestre à Takapoto",Mesostigmata,Laelapidae
Hypoaspis sp.,Clipperton,"Sachet, M.-H. (1962) Geography and land ecology of Clipperton Island",Mesostigmata,Laelapidae
"Laelaps hawaiiensis (Ewing, 1924)",Abariringa,"van Zwaluwenburg, R.H. (1955) The insects and certain other arthropods of Canton Island",Mesostigmata,Laelapidae
"Laelaps hawaiiensis (Ewing, 1924)",Takapoto,"Rivière, F. (1979) La vie animale terrestre à Takapoto",Mesostigmata,Laelapidae
"Laelaps nuttalli (Hirst, 1916)",Arno,"Wilson, N. (1967) Insects of Micronesia - Acarina: Mesostigmata - Dermanyssidae, Laelapidae, Spinturnicidae, parasitic on vertebrates",Mesostigmata,Laelapidae
"Laelaps nuttalli (Hirst, 1916)",Kwajalein,"Wilson, N. (1967) Insects of Micronesia - Acarina: Mesostigmata - Dermanyssidae, Laelapidae, Spinturnicidae, parasitic on vertebrates",Mesostigmata,Laelapidae
"Laelaps nuttalli (Hirst, 1916)",Majuro,"Wilson, N. (1967) Insects of Micronesia - Acarina: Mesostigmata - Dermanyssidae, Laelapidae, Spinturnicidae, parasitic on vertebrates",Mesostigmata,Laelapidae
"Laelaps nuttalli (Hirst, 1916)",Rose,"Kami, K.S., & Miller, S.E. (1998) Samoan insects and related arthropods: checklist and bibliography",Mesostigmata,Laelapidae
"Glyptholaspis asperrima (Berlese, 1905)",Arno,"Krantz, G.W. (1967) Insects of Micronesia - Mesostigmata - Macrochelidae",Mesostigmata,Macrochelidae
Ornithonyssus sp.,Eniwetok,"Samuelson, G.A., & Nishida, G.M. (1987) Insects and allies (arthropods) of Enewetak atoll",Mesostigmata,Macronyssidae
Gamasiphis sp.,Laysan,"Butler, G.D., & Usinger, R.L. (1963) Insects and other invertebrates from Laysan Island",Mesostigmata,Ologamasidae
"Onchodellus roosevelti (Wharton, 1941)",Clipperton,"Sachet, M.-H. (1962) Geography and land ecology of Clipperton Island",Mesostigmata,Pachylaelapidae
"Amblyseius caudatus (Berlese, 1914)",Nukunonu,"Hickley, A.D. (1969) Ecology of terrestrial arthropods of the Tokelau atolls",Mesostigmata,Phytoseiidae
"Amblyseius largoensis (Muma, 1955)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Mesostigmata,Phytoseiidae
"Amblyseius largoensis (Muma, 1955)",Laysan,"Butler, G.D., & Usinger, R.L. (1963) Insects and other invertebrates from Laysan Island",Mesostigmata,Phytoseiidae
Uropoda sp.,Clipperton,"Sachet, M.-H. (1962) Geography and land ecology of Clipperton Island",Mesostigmata,Uropodidae
"Amblyomma breviscutatum (Neumann, 1899)",Ant,"Kohls, G.M. (1957) Insects of Micronesia - Acarina: Ixodoidea",Ixodida,Ixodidae
"Rhipicephalus sanguineus (Latreille, 1806)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Ixodida,Ixodidae
"Rhipicephalus sanguineus (Latreille, 1806)",Onotoa,"Kohls, G.M. (1957) Insects of Micronesia - Acarina: Ixodoidea",Ixodida,Ixodidae
"Buthus brevicaudatus (Rainbow, 1897)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Scorpiones,Buthidae
"Buthus brevicaudatus (Rainbow, 1897)",Kapingamarangi,"Sachet, M.-H. (1953) Scorpions on coral atolls",Scorpiones,Buthidae
"Buthus brevicaudatus (Rainbow, 1897)",Onotoa,"Sachet, M.-H. (1953) Scorpions on coral atolls",Scorpiones,Buthidae
"Isometrus maculatus (DeGeer, 1778)",Abariringa,"van Zwaluwenburg, R.H. (1955) The insects and certain other arthropods of Canton Island",Scorpiones,Buthidae
"Isometrus maculatus (DeGeer, 1778)",Aldabra,"Hirst, S. (1913) No. II - Second report on the Arachnida - The scorpions, Pedipalpi, and supplementary notes on the Opiliones and Pseudoscorpiones",Scorpiones,Buthidae
"Isometrus maculatus (DeGeer, 1778)",Astove,"Hirst, S. (1913) No. II - Second report on the Arachnida - The scorpions, Pedipalpi, and supplementary notes on the Opiliones and Pseudoscorpiones",Scorpiones,Buthidae
"Isometrus maculatus (DeGeer, 1778)",South Keeling,"Wood-Jones, F. (1909) The fauna of the Cocos-Keeling Atoll, collected by F. Wood-Jones",Scorpiones,Buthidae
"Isometrus maculatus (DeGeer, 1778)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Scorpiones,Buthidae
"Isometrus maculatus (DeGeer, 1778)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Scorpiones,Buthidae
"Isometrus maculatus (DeGeer, 1778)",Nukunonu,"Hickley, A.D. (1969) Ecology of terrestrial arthropods of the Tokelau atolls",Scorpiones,Buthidae
"Isometrus maculatus (DeGeer, 1778)",Onotoa,"Chapin, E.A. (1957) Insects of Micronesia - Scorpionida",Scorpiones,Buthidae
"Lychas scutilus (C.L.Koch, 1845)",South Keeling,"Sachet, M.-H. (1953) Scorpions on coral atolls",Scorpiones,Buthidae
"Liocheles australasiae (Fabricius, 1775)",Ailuk,"Sachet, M.-H. (1953) Scorpions on coral atolls",Scorpiones,Hormuridae
"Liocheles australasiae (Fabricius, 1775)",Arno,"Sachet, M.-H. (1953) Scorpions on coral atolls",Scorpiones,Hormuridae
"Liocheles australasiae (Fabricius, 1775)",Bikini,"Sachet, M.-H. (1953) Scorpions on coral atolls",Scorpiones,Hormuridae
"Liocheles australasiae (Fabricius, 1775)",Eniwetok,"Samuelson, G.A., & Nishida, G.M. (1987) Insects and allies (arthropods) of Enewetak atoll",Scorpiones,Hormuridae
"Liocheles australasiae (Fabricius, 1775)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Scorpiones,Hormuridae
"Liocheles australasiae (Fabricius, 1775)",Kapingamarangi,"Sachet, M.-H. (1953) Scorpions on coral atolls",Scorpiones,Hormuridae
"Liocheles australasiae (Fabricius, 1775)",Lae,"Sachet, M.-H. (1953) Scorpions on coral atolls",Scorpiones,Hormuridae
"Liocheles australasiae (Fabricius, 1775)",Takapoto,"Rivière, F. (1979) La vie animale terrestre à Takapoto",Scorpiones,Hormuridae
"Liocheles australasiae (Fabricius, 1775)",Ujae,"Sachet, M.-H. (1953) Scorpions on coral atolls",Scorpiones,Hormuridae
"Liocheles australasiae (Fabricius, 1775)",Ulithi,"Chapin, E.A. (1957) Insects of Micronesia - Scorpionida",Scorpiones,Hormuridae
"Liocheles australasiae (Fabricius, 1775)",Wotho,"Sachet, M.-H. (1953) Scorpions on coral atolls",Scorpiones,Hormuridae
"Oratemnus samoanus (Beier, 1932)",Ailuk,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Atemnidae
"Oratemnus samoanus (Beier, 1932)",Eniwetok,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Atemnidae
"Oratemnus samoanus (Beier, 1932)",Likiep,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Atemnidae
"Oratemnus samoanus (Beier, 1932)",Pokak,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Atemnidae
"Oratemnus samoanus (Beier, 1932)",Taka,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Atemnidae
"Oratemnus samoanus (Beier, 1932)",Wotho,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Atemnidae
"Haplochernes insulanus (Beier, 1957)",Eniwetok,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Chernetidae
"Nesidiochernes maculatus (Beier, 1957)",Arno,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Chernetidae
"Nesidiochernes maculatus (Beier, 1957)",Taka,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Chernetidae
"Smeringochernes yapensis (Beier, 1957)",Ulithi,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Chernetidae
"Verrucachernes oca (Chamberlin, 1947)",Arno,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Chernetidae
"Verrucachernes oca (Chamberlin, 1947)",Ujae,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Chernetidae
"Lechytia sakagamii (Morikawa, 1952)",Eniwetok,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Chthoniidae
"Lechytia sakagamii (Morikawa, 1952)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Pseudoscorpiones,Chthoniidae
"Lechytia sakagamii (Morikawa, 1952)",Taka,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Chthoniidae
"Lechytia sakagamii (Morikawa, 1952)",Ulithi,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Chthoniidae
"Tyrannochthonius contractus (Tullgren, 1907)",Aldabra,"Spaull, V.W. (1979) Distribution of soil and litter arthropods on Aldabra atoll",Pseudoscorpiones,Chthoniidae
"Anagarypus oceanusindicus (Chamberlin, 1930)",Aldabra,"Spaull, V.W. (1979) Distribution of soil and litter arthropods on Aldabra atoll",Pseudoscorpiones,Garypidae
"Garypus impressus (Tullgren, 1907)",Aldabra,"Spaull, V.W. (1979) Distribution of soil and litter arthropods on Aldabra atoll",Pseudoscorpiones,Garypidae
"Garypus maldivensis (Pocock, 1904)",Addu,"Pocock, R.I. (1904) Arachnida. In: Gardiner J.S. (Ed.), Fauna and Geography of the Maldive and Laccadive archipelagoes",Pseudoscorpiones,Garypidae
"Garypus ornatus (Beier, 1957)",Bikini,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Garypidae
"Geogarypus longidigitatus (Rainbow, 1897)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Pseudoscorpiones,Geogarypidae
"Geogarypus longidigitatus (Rainbow, 1897)",Taka,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Geogarypidae
"Geogarypus longidigitatus (Rainbow, 1897)",Ulithi,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Geogarypidae
"Geogarypus longidigitatus (Rainbow, 1897)",Utirik,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Geogarypidae
"Xenolpium longiventer (L.Koch & Keyserling, 1885)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Pseudoscorpiones,Olpiidae
"Xenolpium madagascariense (Beier, 1831)",Aldabra,"Spaull, V.W. (1979) Distribution of soil and litter arthropods on Aldabra atoll",Pseudoscorpiones,Olpiidae
"Xenolpium oceanicum (With, 1907)",Lae,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Olpiidae
"Xenolpium oceanicum (With, 1907)",Ujae,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Olpiidae
"Xenolpium oceanicum (With, 1907)",Utirik,"Beier, M. (1957) Insects of Micronesia - Pseudoscorpionida",Pseudoscorpiones,Olpiidae
"Pseudochiridium africanum (Beier, 1944)",Aldabra,"Spaull, V.W. (1979) Distribution of soil and litter arthropods on Aldabra atoll",Pseudoscorpiones,Pseudochiridiidae
"Ideobisium antipodum (Simon, 1880)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Pseudoscorpiones,Syarinidae
"Withius congicus (Beier, 1932)",Aldabra,"Spaull, V.W. (1979) Distribution of soil and litter arthropods on Aldabra atoll",Pseudoscorpiones,Withiidae
"Withius laysanensis (Simon, 1899)",Laysan,"Asquith, A. (1994) The arthropod fauna of Laysan Island",Pseudoscorpiones,Withiidae
Araneus sp.,Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Araneae,Araneidae
"Argiope anasuja (Thorell, 1887)",Addu,"Levi, H.W. (1983) The orb-weaver genera Argiope, Gea, and Neogea from the Western Pacific region (Araneae: Araneidae, Argiopinae)",Araneae,Araneidae
"Argiope anasuja (Thorell, 1887)",Diego Garcia,"Hirst, S. (1911) No. XVIII - The Araneae, Opiliones and Pseudoscorpiones",Araneae,Araneidae
"Argiope appensa (Walckenaer, 1841)",Majuro,"Levi, H.W. (1983) The orb-weaver genera Argiope, Gea, and Neogea from the Western Pacific region (Araneae: Araneidae, Argiopinae)",Araneae,Araneidae
"Argiope appensa (Walckenaer, 1841)",Ngcheangel,"Levi, H.W. (1983) The orb-weaver genera Argiope, Gea, and Neogea from the Western Pacific region (Araneae: Araneidae, Argiopinae)",Araneae,Araneidae
"Argiope pulchella (Thorell, 1881)",Kavaratti,"Singh, R., & Singh, G. (2022) Updated checklist of spider diversity (Arachnida: Araneae) in three union territories of India",Araneae,Araneidae
"Argiope trifasciata (Forsskal, 1775)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Caerostris sexcuspidata (Fabricius, 1793)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Cyclosa camelodes (Thorell, 1878)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Cyclosa camelodes (Thorell, 1878)",Astove,"Roberts, M.J. (1983) Spiders of the families Theridiidae, Tetragnathidae and Araneidae from Aldabra Atoll",Araneae,Araneidae
"Cyrtophora citricola (Forsskal, 1775)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Gasteracantha diardi (Lucas, 1835)",Kavaratti,"Singh, R., & Singh, G. (2022) Updated checklist of spider diversity (Arachnida: Araneae) in three union territories of India",Araneae,Araneidae
"Gasteracantha sanguinolenta (C.L.Koch, 1844)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Gasteracantha sanguinolenta (C.L.Koch, 1844)",Cosmoledo,"Roberts, M.J. (1983) Spiders of the families Theridiidae, Tetragnathidae and Araneidae from Aldabra Atoll",Araneae,Araneidae
"Larinia dasia (Roberts, 1983)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Neoscona angulatula (Schenkel, 1937)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Neoscona crucifera (Lucas, 1838)",Johnston,"Rash, R. (2020) Checklist and images documenting the biodiversity of Johnston Atoll National Wildlife Refuge",Araneae,Araneidae
"Neoscona moreli (Vinson, 1863)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Neoscona oaxacensis (Keyserling, 1864)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Araneae,Araneidae
"Neoscona oaxacensis (Keyserling, 1864)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Araneae,Araneidae
"Neoscona quincasea (Roberts, 1983)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Neoscona plebeja (L.Koch, 1871)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Araneae,Araneidae
"Neoscona punctigera (Doleschall, 1857)",Kavaratti,"Singh, R., & Singh, G. (2022) Updated checklist of spider diversity (Arachnida: Araneae) in three union territories of India",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Abariringa,"Marples, B.J. (1964) Spiders from some Pacific Islands, Part V",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Anaa,"Cocherau, P. (1966) Compte rendu d'une mission d'inventaire faunistique aux îles Gambier et Tuamotu (Avril - Mai 1966)",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Diego Garcia,"Hirst, S. (1911) No. XVIII - The Araneae, Opiliones and Pseudoscorpiones",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Ducie,"Benton, T.G., & Lehtinen, P.T. (1995) Biodiversity and origin of the non-flying terrestrial arthropods of Henderson Island",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Eniwetok,"Samuelson, G.A., & Nishida, G.M. (1987) Insects and allies (arthropods) of Enewetak atoll",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Farquhar,"Hirst, S. (1911) No. XVIII - The Araneae, Opiliones and Pseudoscorpiones",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Kwajalein,"Sugerman, B.B. (1979) Additions to the list of insects and other arthropods from Kwajalein atoll (Marshall Islands)",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Manihiki,"Marples, B.J. (1960) Spiders from some Pacific islands, Part IV - The Cook Islands and Niue",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Nukunonu,"Hickley, A.D. (1969) Ecology of terrestrial arthropods of the Tokelau atolls",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Oeno,"Cocherau, P. (1966) Compte rendu d'une mission d'inventaire faunistique aux îles Gambier et Tuamotu (Avril - Mai 1966)",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Rose,"Peck, R.W., et al. (2014) Arthropods of Rose atoll with special reference to ants and Pulvianaria urbicola scales (Hemiptera: Coccidae) on Pisonia grandis trees",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Swains,"Kami, K.S., & Miller, S.E. (1998) Samoan insects and related arthropods: checklist and bibliography",Araneae,Araneidae
"Neoscona theisi (Walckenaer, 1841)",Takapoto,"Rivière, F. (1979) La vie animale terrestre à Takapoto",Araneae,Araneidae
"Neoscona triangula (Keyserling, 1864)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Neoscona vigilans (Blackwall, 1865)",Farquhar,"Hirst, S. (1911) No. XVIII - The Araneae, Opiliones and Pseudoscorpiones",Araneae,Araneidae
Neoscona sp.,French Frigate Shoals,"Beardsley, J.W. (1966) Insects and other terrestrial arthropods from the Leeward Hawaiian Islands",Araneae,Araneidae
Neoscona sp.,Pearl and Hermes,"Beardsley, J.W. (1966) Insects and other terrestrial arthropods from the Leeward Hawaiian Islands",Araneae,Araneidae
"Nephilingis cruentata (Fabricius, 1775)",Farquhar,"Hirst, S. (1911) No. XVIII - The Araneae, Opiliones and Pseudoscorpiones",Araneae,Araneidae
"Nephilingis livida (Vinson, 1863)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Poltys horridus (Locket, 1980)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Poltys illepidus (C.L.Koch, 1843)",Kavaratti,"Singh, R., & Singh, G. (2022) Updated checklist of spider diversity (Arachnida: Araneae) in three union territories of India",Araneae,Araneidae
"Prasonica anarillea (Roberts, 1983)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Prasonicella marsa (Roberts, 1983)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Thelacantha brevispina (Doleschall, 1857)",Kavaratti,"Singh, R., & Singh, G. (2022) Updated checklist of spider diversity (Arachnida: Araneae) in three union territories of India",Araneae,Araneidae
"Trichonephila clavata (L.Koch, 1878)",Kavaratti,"Singh, R., & Singh, G. (2022) Updated checklist of spider diversity (Arachnida: Araneae) in three union territories of India",Araneae,Araneidae
"Trichonephila edulis (Labillardière, 1799)",South Keeling,"Wood-Jones, F. (1909) The fauna of the Cocos-Keeling Atoll, collected by F. Wood-Jones",Araneae,Araneidae
"Trichonephila inaurata (Walckenaer, 1841)",Aldabra,"Nentwig, W., Derepas, B., & Gloor, D. (2019) Diversity and origin of the spider fauna of Indian Ocean islands",Araneae,Araneidae
"Trichonephila inaurata (Walckenaer, 1841)",Astove,"Hirst, S. (1911) No. XVIII - The Araneae, Opiliones and Pseudoscorpiones",Araneae,Araneidae
"Idioctis eniwetok (Raven, 1988)",Eniwetok,"Raven, R.J. (1988) A revision of the mygalomorph spider genus Idioctis (Araneae, Barychelidae)",Araneae,Barychelidae
"Cheiracanthium mordax (L.Koch, 1866)",Eniwetok,"Samuelson, G.A., & Nishida, G.M. (1987) Insects and allies (arthropods) of Enewetak atoll",Araneae,Cheiracanthiidae
"Cheiracanthium mordax (L.Koch, 1866)",French Frigate Shoals,"Beardsley, J.W. (1966) Insects and other terrestrial arthropods from the Leeward Hawaiian Islands",Araneae,Cheiracanthiidae
"Cheiracanthium mordax (L.Koch, 1866)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Araneae,Cheiracanthiidae
"Cheiracanthium mordax (L.Koch, 1866)",Laysan,"Beardsley, J.W. (1966) Insects and other terrestrial arthropods from the Leeward Hawaiian Islands",Araneae,Cheiracanthiidae
"Cheiracanthium mordax (L.Koch, 1866)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Araneae,Cheiracanthiidae
"Clubiona alveolata (L.Koch, 1873)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Araneae,Clubionidae
"Clubiona alveolata (L.Koch, 1873)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Araneae,Clubionidae
