species,atoll,reference,Order,Family
"Cardisoma carnifex (Herbst, 1796)",Onotoa,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Gecarcinidae
"Cardisoma carnifex (Herbst, 1796)",Palmyra,"Nigro, K.M., et al. (2017) Stable isotope analysis as an early monitoring tool for community-scale effects of rat eradication",Decapoda - Brachyura,Gecarcinidae
"Cardisoma carnifex (Herbst, 1796)",Rangiroa,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Gecarcinidae
"Cardisoma carnifex (Herbst, 1796)",Raroia,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Gecarcinidae
"Cardisoma carnifex (Herbst, 1796)",Rawaki,"Pierce, R.J., et al. (2006) Phoenix island conservation survey and assessment of restoration feasibility - Kiribati",Decapoda - Brachyura,Gecarcinidae
"Cardisoma carnifex (Herbst, 1796)",Rose,"Wegman, A., & Holzwarth, S. (2006) Rose Atoll national wildlife refuge research compendium",Decapoda - Brachyura,Gecarcinidae
"Cardisoma carnifex (Herbst, 1796)",St. Joseph,"Stoddart, D.R., Coe, M.J., & Fosberg, F.R. (1979) D'Arros and St. Joseph, Amirante Islands",Decapoda - Brachyura,Gecarcinidae
"Cardisoma carnifex (Herbst, 1796)",Tabuaeran,"Guinther, E.B. (1971) Ecologic observations on an estuarine environment at Fanning Atoll",Decapoda - Brachyura,Gecarcinidae
"Cardisoma carnifex (Herbst, 1796)",Takapoto,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Gecarcinidae
"Cardisoma carnifex (Herbst, 1796)",Tetiaroa,"Sachet, M.-H., & Fosberg, F.R. (1983) An ecological reconnaissance of Tetiaroa atoll, Society Islands",Decapoda - Brachyura,Gecarcinidae
"Cardisoma carnifex (Herbst, 1796)",Tupai,"Sachet, M.-H. (1983) Botanique de l'ile de Tupai, Îles de la Societe",Decapoda - Brachyura,Gecarcinidae
"Epigrapsus politus (Heller, 1862)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Gecarcinidae
"Gecarcoidea lalandii (H. Milne Edwards, 1837)",Ant,"Howald, G., Wegmann, A., & Jones, H. (2006) Feasibility of rat eradication from Ahnd Atoll, Federated States of Micronesia",Decapoda - Brachyura,Gecarcinidae
"Gecarcoidea lalandii (H. Milne Edwards, 1837)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Gecarcinidae
"Gecarcoidea lalandii (H. Milne Edwards, 1837)",Clipperton,"Sachet, M.-H. (1962) Geography and land ecology of Clipperton Island",Decapoda - Brachyura,Gecarcinidae
"Gecarcoidea lalandii (H. Milne Edwards, 1837)",South_Keeling,"Wood-Jones, F. (1909) The fauna of the Cocos-Keeling Atoll, collected by F. Wood-Jones",Decapoda - Brachyura,Gecarcinidae
"Gecarcoidea lalandii (H. Milne Edwards, 1837)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Gecarcinidae
"Gecarcoidea lalandii (H. Milne Edwards, 1837)",Kapingamarangi,"Niering, W. A. (1963) Terrestrial ecology of Kapingamarangi atoll, Caroline Islands",Decapoda - Brachyura,Gecarcinidae
"Gecarcoidea lalandii (H. Milne Edwards, 1837)",Ngcheangel,"Perry, R. (2011) Kayangel Rodent Eradication Operational Plan",Decapoda - Brachyura,Gecarcinidae
"Gecarcoidea lalandii (H. Milne Edwards, 1837)",Ujae,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Gecarcinidae
"Gecarcoidea natalis (Pocock, 1889)",South_Keeling,"Morgan, G.J. (1994) Decapod crustaceans of the Cocos (Keeling) Islands",Decapoda - Brachyura,Gecarcinidae
"Johngarthia planata (Stimpson, 1860)",Clipperton,"Poupin, J. (2010) Biodiversité de l'Indo-Pacifique tropical français : 2514 espèces de crustacés décapodes et stomatopodes",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana hirtipes (Dana, 1851)",Aldabra,"Borradaile, L.A. (1910) No. XV - On the land and amphibious Decapoda of Aldabra",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana hirtipes (Dana, 1851)",South_Keeling,"Wood-Jones, F. (1909) The fauna of the Cocos-Keeling Atoll, collected by F. Wood-Jones",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana hirtipes (Dana, 1851)",Farquhar,"Borradaile, L.A. (1907) No. III - Land and freshwater Decapoda",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana hirtipes (Dana, 1851)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana hirtipes (Dana, 1851)",Manihiki,"Bullivant, J.S., & McCann, C. (1974) Contributions to the natural history of Manihiki Atoll, Cook Islands",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Aldabra,"Alexander, H.G.L. (1979) A preliminary assessment on the role of the terrestrial decapod crustaceans in the Aldabran ecosystem",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Atafu,"Yaldwyn, J.C., & Wodzicki, K. (1979) Systematics and ecology of the land crabs (Decapoda - Coenobitidae, Grapsidae and Gecarcinidae) of the Tokelau Islands",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",South_Keeling,"Morgan, G.J. (1994) Decapod crustaceans of the Cocos (Keeling) Islands",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Fakaofo,"Yaldwyn, J.C., & Wodzicki, K. (1979) Systematics and ecology of the land crabs (Decapoda - Coenobitidae, Grapsidae and Gecarcinidae) of the Tokelau Islands",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Farquhar,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Glorioso,"Poupin, J., et al. (2013) Crustacea Decapoda of Glorieuses Islands, with notes on the distribution of the coconut crab (Birgus latro) in the western Indian Ocean",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Kapingamarangi,"Niering, W. A. (1963) Terrestrial ecology of Kapingamarangi atoll, Caroline Islands",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Manuae,"Steibl, S., et al. (2025) Terrestrial biodiversity of Manuae atoll, Cook Islands",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Niau,"Poupin, J. (1996b) Atlas des crustacés marins profonds de Polynésie française. Récoltes du navire Marara, 1986/199",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Nukunonu,"Yaldwyn, J.C., & Wodzicki, K. (1979) Systematics and ecology of the land crabs (Decapoda - Coenobitidae, Grapsidae and Gecarcinidae) of the Tokelau Islands",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Palmyra,"Nigro, K.M., et al. (2017) Stable isotope analysis as an early monitoring tool for community-scale effects of rat eradication",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Tabuaeran,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Tetiaroa,"Sachet, M.-H., & Fosberg, F.R. (1983) An ecological reconnaissance of Tetiaroa atoll, Society Islands",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Tikehau,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Gecarcinidae
"Tuerkayana rotundum (Quoy & Gaimard, 1824)",Ujae,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Gecarcinidae
"Geograpsus crinipes (Dana, 1851)",Ailuk,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Aldabra,"Borradaile, L.A. (1910) No. XV - On the land and amphibious Decapoda of Aldabra",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Atafu,"Yaldwyn, J.C., & Wodzicki, K. (1979) Systematics and ecology of the land crabs (Decapoda - Coenobitidae, Grapsidae and Gecarcinidae) of the Tokelau Islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Bikar,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",South_Keeling,"Tweedie, M.W.F. (1950) The fauna of the Cocos-Keeling Islands, Brachyura and Stomatopoda",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Cosmoledo,"Hartnoll, R.G. (1975) The Grapsidae and Ocypodidae (Decapoda - Brachyura) of Tanzania",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Enderbury,"Pierce, R.J., et al. (2006) Phoenix island conservation survey and assessment of restoration feasibility - Kiribati",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Fakaofo,"Yaldwyn, J.C., & Wodzicki, K. (1979) Systematics and ecology of the land crabs (Decapoda - Coenobitidae, Grapsidae and Gecarcinidae) of the Tokelau Islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Glorioso,"Poupin, J., et al. (2013) Crustacea Decapoda of Glorieuses Islands, with notes on the distribution of the coconut crab (Birgus latro) in the western Indian Ocean",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Kapingamarangi,"Niering, W. A. (1963) Terrestrial ecology of Kapingamarangi atoll, Caroline Islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Kavaratti,"Sankarankutty, C. (1961) On some crabs (Decapoda-Brachyura) from the Laccadive archipelago",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Lae,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Laysan,"Paulay, G., & Starmer, J. (2011) Evolution, insular restriction, and extinction of oceanic land crabs, exemplified by the loss of an endemic Geograpsus in the Hawaiian islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Manuae,"Steibl, S., et al. (2025) Terrestrial biodiversity of Manuae atoll, Cook Islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Moruroa,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Nukunonu,"Yaldwyn, J.C., & Wodzicki, K. (1979) Systematics and ecology of the land crabs (Decapoda - Coenobitidae, Grapsidae and Gecarcinidae) of the Tokelau Islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Oeno,"Paulay, G., & Starmer, J. (2011) Evolution, insular restriction, and extinction of oceanic land crabs, exemplified by the loss of an endemic Geograpsus in the Hawaiian islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Palmyra,"Nigro, K.M., et al. (2017) Stable isotope analysis as an early monitoring tool for community-scale effects of rat eradication",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Raroia,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Rawaki,"Pierce, R.J., et al. (2006) Phoenix island conservation survey and assessment of restoration feasibility - Kiribati",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Tabuaeran,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Takapoto,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Tetiaroa,"Sachet, M.-H., & Fosberg, F.R. (1983) An ecological reconnaissance of Tetiaroa atoll, Society Islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Ujae,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Geograpsus crinipes (Dana, 1851)",Utirik,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Abariringa,"Degener, O., & Gillaspy, E. (1955) Canton Island, South Pacific",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Addu,"Gardiner, J.S. (1901) The fauna and geography of the Maldive and Laccadive archipelagoes - Volume I, Part I",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Aldabra,"Borradaile, L.A. (1910) No. XV - On the land and amphibious Decapoda of Aldabra",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Atafu,"Yaldwyn, J.C., & Wodzicki, K. (1979) Systematics and ecology of the land crabs (Decapoda - Coenobitidae, Grapsidae and Gecarcinidae) of the Tokelau Islands",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",South_Keeling,"Tweedie, M.W.F. (1950) The fauna of the Cocos-Keeling Islands, Brachyura and Stomatopoda",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Diego Garcia,"Taylor, J.D. (1971) Crustacea: Brachyura and Anomura from Diego Garcia",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Fakaofo,"Yaldwyn, J.C., & Wodzicki, K. (1979) Systematics and ecology of the land crabs (Decapoda - Coenobitidae, Grapsidae and Gecarcinidae) of the Tokelau Islands",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Glorioso,"Poupin, J., et al. (2013) Crustacea Decapoda of Glorieuses Islands, with notes on the distribution of the coconut crab (Birgus latro) in the western Indian Ocean",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Kapingamarangi,"Niering, W. A. (1963) Terrestrial ecology of Kapingamarangi atoll, Caroline Islands",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Lae,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Nukunonu,"Yaldwyn, J.C., & Wodzicki, K. (1979) Systematics and ecology of the land crabs (Decapoda - Coenobitidae, Grapsidae and Gecarcinidae) of the Tokelau Islands",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Nukutepipi,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Palmyra,"Nigro, K.M., et al. (2017) Stable isotope analysis as an early monitoring tool for community-scale effects of rat eradication",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Raroia,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Rawaki,"Pierce, R.J., et al. (2006) Phoenix island conservation survey and assessment of restoration feasibility - Kiribati",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Taka,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Tetiaroa,"Sachet, M.-H., & Fosberg, F.R. (1983) An ecological reconnaissance of Tetiaroa atoll, Society Islands",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Ujae,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Wake,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Geograpsus grayi (H. Milne Edwards, 1853)",Wotho,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Geograpsus lividus (H. Milne Edwards, 1837)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Geograpsus lividus (H. Milne Edwards, 1837)",Clipperton,"Sachet, M.-H. (1962) Geography and land ecology of Clipperton Island",Decapoda - Brachyura,Grapsidae
"Geograpsus lividus (H. Milne Edwards, 1837)",Manihiki,"Bullivant, J.S., & McCann, C. (1974) Contributions to the natural history of Manihiki Atoll, Cook Islands",Decapoda - Brachyura,Grapsidae
Geograpsus sp.,Caroline,"Kepler, A.K., & Kepler, C.B. (1994) The natural history of Caroline atoll - Part I. History, physiography, botany, and isle descriptions",Decapoda - Brachyura,Grapsidae
"Grapsus albolineatus (Latreille in Milbert, 1812)",South_Keeling,"Naderloo, R., & Türkay, M. (2012) Decapod crustaceans of the littoral and shallow sublittoral Iranian coast of the Persian Gulf: faunistics, biodiversity and zoogeography",Decapoda - Brachyura,Grapsidae
"Grapsus albolineatus (Latreille in Milbert, 1812)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Grapsidae
"Grapsus albolineatus (Latreille in Milbert, 1812)",Johnston,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Decapoda - Brachyura,Grapsidae
"Grapsus albolineatus (Latreille in Milbert, 1812)",Kavaratti,"Devi, S.S., et al. (2019) On a collection of brachyuran crabs from Lakshadweep, Indian Ocean (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Grapsidae
"Grapsus albolineatus (Latreille in Milbert, 1812)",Kiritimati,"Thaman, R.R., & Nye, A. (2016) Flora of Kiritimati (Christmas) Atoll, Northern Line Islands, Republic of Kiribati",Decapoda - Brachyura,Grapsidae
"Grapsus albolineatus (Latreille in Milbert, 1812)",Manihiki,"Bullivant, J.S., & McCann, C. (1974) Contributions to the natural history of Manihiki Atoll, Cook Islands",Decapoda - Brachyura,Grapsidae
"Grapsus fourmanoiri (Crosnier, 1965)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Grapsidae
"Grapsus fourmanoiri (Crosnier, 1965)",Glorioso,"Poupin, J., et al. (2013) Crustacea Decapoda of Glorieuses Islands, with notes on the distribution of the coconut crab (Birgus latro) in the western Indian Ocean",Decapoda - Brachyura,Grapsidae
"Grapsus grapsus (L., 1758)",Clipperton,"Poupin, J. (2010) Biodiversité de l'Indo-Pacifique tropical français : 2514 espèces de crustacés décapodes et stomatopodes",Decapoda - Brachyura,Grapsidae
"Grapsus grapsus (L., 1758)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Decapoda - Brachyura,Grapsidae
"Grapsus intermedius (De Man, 1888)",South_Keeling,"Tweedie, M.W.F. (1950) The fauna of the Cocos-Keeling Islands, Brachyura and Stomatopoda",Decapoda - Brachyura,Grapsidae
"Grapsus intermedius (De Man, 1888)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Grapsidae
"Grapsus longitarsis (Dana, 1851)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Grapsus longitarsis (Dana, 1851)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Grapsidae
"Grapsus longitarsis (Dana, 1851)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Grapsidae
"Grapsus longitarsis (Dana, 1851)",Glorioso,"Poupin, J., et al. (2013) Crustacea Decapoda of Glorieuses Islands, with notes on the distribution of the coconut crab (Birgus latro) in the western Indian Ocean",Decapoda - Brachyura,Grapsidae
"Grapsus longitarsis (Dana, 1851)",Johnston,"Rash, R. (2020) Checklist and images documenting the biodiversity of Johnston Atoll National Wildlife Refuge",Decapoda - Brachyura,Grapsidae
"Grapsus longitarsis (Dana, 1851)",Manihiki,"Bullivant, J.S., & McCann, C. (1974) Contributions to the natural history of Manihiki Atoll, Cook Islands",Decapoda - Brachyura,Grapsidae
"Grapsus longitarsis (Dana, 1851)",Onotoa,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Grapsus longitarsis (Dana, 1851)",Palmyra,"Edmonson, C.H. (1959) Hawaiian Grapsidae",Decapoda - Brachyura,Grapsidae
"Grapsus longitarsis (Dana, 1851)",Rangiroa,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Grapsus longitarsis (Dana, 1851)",Raroia,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Grapsus longitarsis (Dana, 1851)",Takapoto,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Grapsus longitarsis (Dana, 1851)",Tetiaroa,"Sachet, M.-H., & Fosberg, F.R. (1983) An ecological reconnaissance of Tetiaroa atoll, Society Islands",Decapoda - Brachyura,Grapsidae
"Grapsus longitarsis (Dana, 1851)",Wake,"Edmonson, C.H. (1959) Hawaiian Grapsidae",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Aldabra,"Alexander, H.G.L. (1979) A preliminary assessment on the role of the terrestrial decapod crustaceans in the Aldabran ecosystem",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Ashmore,"Morgan, G.J., & Berry, P.F. (1993) Decapod crustacea of Ashmore Reef and Cartier Island",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Astove,"Bayne, C.J. et al. (1970) Geography and ecology of Astove",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Bikar,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",South_Keeling,"Tweedie, M.W.F. (1950) The fauna of the Cocos-Keeling Islands, Brachyura and Stomatopoda",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Cosmoledo,"Bayne, C.J., et al. (1970) Geography and ecology of Cosmoledo atoll",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Diego Garcia,"Taylor, J.D. (1971) Crustacea: Brachyura and Anomura from Diego Garcia",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Ducie,"Rehder, H.A., & Randall, J.E. (1975) Ducie Atoll - its history, physiography and biota",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Glorioso,"Poupin, J., et al. (2013) Crustacea Decapoda of Glorieuses Islands, with notes on the distribution of the coconut crab (Birgus latro) in the western Indian Ocean",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Jaluit,"Gressitt, J.L. (1961) Terrestrial fauna",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Johnston,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Kavaratti,"Sankarankutty, C. (1961) On some crabs (Decapoda-Brachyura) from the Laccadive archipelago",Decapoda - Brachyura,Grapsidae
