atoll,order,family,species,presence
Cosmoledo,Hymenoptera,Scoliidae,Scolia_carnifex,1
Diego_Garcia,Hymenoptera,Scoliidae,Scolia_ruficornis,1
Midway,Hymenoptera,Signiphoridae,Signiphora_sp,1
Eniwetok,Hymenoptera,Sphecidae,Chalybion_bengalense,1
Johnston,Hymenoptera,Sphecidae,Chalybion_bengalense,1
Kwajalein,Hymenoptera,Sphecidae,Chalybion_bengalense,1
Midway,Hymenoptera,Sphecidae,Chalybion_bengalense,1
Diego_Garcia,Hymenoptera,Sphecidae,Chalybion_sp,1
Midway,Hymenoptera,Sphecidae,Isodontia_apicalis,1
Midway,Hymenoptera,Sphecidae,Isodontia_mexicana,1
Aldabra,Hymenoptera,Sphecidae,Podalonia_canescens,1
Astove,Hymenoptera,Sphecidae,Podalonia_canescens,1
Cosmoledo,Hymenoptera,Sphecidae,Podalonia_canescens,1
Cosmoledo,Hymenoptera,Sphecidae,Podalonia_capensis,1
Astove,Hymenoptera,Sphecidae,Prionyx_crudelis,1
Abariringa,Hymenoptera,Sphecidae,Sceliphron_caementarium,1
Kiritimati,Hymenoptera,Sphecidae,Sceliphron_caementarium,1
Kwajalein,Hymenoptera,Sphecidae,Sceliphron_caementarium,1
Midway,Hymenoptera,Sphecidae,Sceliphron_caementarium,1
Palmyra,Hymenoptera,Sphecidae,Sceliphron_caementarium,1
Takapoto,Hymenoptera,Sphecidae,Sceliphron_caementarium,1
Diego_Garcia,Hymenoptera,Sphecidae,Sphex_sericeus,1
Aldabra,Hymenoptera,Sphecidae,Sphex_torridus,1
Astove,Hymenoptera,Sphecidae,Sphex_torridus,1
Cosmoledo,Hymenoptera,Sphecidae,Sphex_torridus,1
Glorioso,Hymenoptera,Sphecidae,Sphex_torridus,1
Glorioso,Hymenoptera,Tiphiidae,Mesa_hova,1
Wake,Hymenoptera,Trichogrammatidae,Aphelinoidea_oceanica,1
Ulithi,Hymenoptera,Trichogrammatidae,Oligosita_hilaris,1
Midway,Hymenoptera,Trichogrammatidae,Oligosita_sp,1
Midway,Hymenoptera,Trichogrammatidae,Trichogramma_sp,1
Midway,Hymenoptera,Trichogrammatidae,Uscana_sp,1
Glorioso,Hymenoptera,Vespidae,Eumenes_alluaudi,1
Eniwetok,Hymenoptera,Vespidae,Ropalidia_marginata,1
Kwajalein,Hymenoptera,Vespidae,Ropalidia_marginata,1
Midway,Hymenoptera,Vespidae,Ropalidia_marginata,1
Diego_Garcia,Hymenoptera,Vespidae,Ropalidia_sp,1
Glorioso,Neuroptera,Berothidae,Acroberotha_sp,1
Glorioso,Neuroptera,Chrysopidae,Chrysopa_sp,1
Kure,Neuroptera,Chrysopidae,Chrysopa_sp,1
Kure,Neuroptera,Chrysopidae,Chrysoperla_carnea,1
Laysan,Neuroptera,Chrysopidae,Chrysoperla_carnea,1
Pearl_and_Hermes,Neuroptera,Chrysopidae,Chrysoperla_carnea,1
Midway,Neuroptera,Chrysopidae,Chrysoperla_comanche,1
Nukunonu,Neuroptera,Chrysopidae,Mallada_basalis,1
Onotoa,Neuroptera,Chrysopidae,Mallada_basalis,1
Diego_Garcia,Neuroptera,Chrysopidae,Mallada_boninensis,1
Sorol,Neuroptera,Chrysopidae,Plesiochrysa_remota,1
Eniwetok,Neuroptera,Chrysopidae,Plesiochrysa_ramburi,1
Jaluit,Neuroptera,Chrysopidae,Plesiochrysa_ramburi,1
Kapingamarangi,Neuroptera,Chrysopidae,Plesiochrysa_ramburi,1
Kwajalein,Neuroptera,Chrysopidae,Plesiochrysa_ramburi,1
Lae,Neuroptera,Chrysopidae,Plesiochrysa_ramburi,1
Likiep,Neuroptera,Chrysopidae,Plesiochrysa_ramburi,1
Nomwin,Neuroptera,Chrysopidae,Plesiochrysa_ramburi,1
Onotoa,Neuroptera,Chrysopidae,Plesiochrysa_ramburi,1
Ulithi,Neuroptera,Chrysopidae,Plesiochrysa_ramburi,1
Glorioso,Neuroptera,Coniopterygidae,Nimboa_pauliani,1
South_Keeling,Neuroptera,Hemerobiidae,Hemerobius_sp,1
Pingelap,Neuroptera,Hemerobiidae,Micromus_timidus,1
Ulithi,Neuroptera,Hemerobiidae,Micromus_timidus,1
Johnston,Neuroptera,Hemerobiidae,Sympherobius_barberi,1
Kiritimati,Neuroptera,Hemerobiidae,Sympherobius_barberi,1
Kure,Neuroptera,Hemerobiidae,Sympherobius_barberi,1
Midway,Neuroptera,Hemerobiidae,Sympherobius_barberi,1
Aldabra,Neuroptera,Myrmeleontidae,Creoleon_mortifer,1
Aldabra,Neuroptera,Myrmeleontidae,Myrmeleon_obscurus,1
Farquhar,Neuroptera,Myrmeleontidae,Myrmeleon_obscurus,1
Aldabra,Neuroptera,Myrmeleontidae,Syngenes_maritimus,1
Diego_Garcia,Coleoptera,Aderidae,Aderus_sp,1
Johnston,Coleoptera,Anobiidae,Lasioderma_serricorne,1
Kwajalein,Coleoptera,Anobiidae,Lasioderma_serricorne,1
Midway,Coleoptera,Anobiidae,Lasioderma_serricorne,1
Wake,Coleoptera,Anobiidae,Lasioderma_serricorne,1
Majuro,Coleoptera,Anthicidae,Anthicus_insularis,1
Abariringa,Coleoptera,Anthicidae,Anthicus_vexator,1
Bikar,Coleoptera,Anthicidae,Anthicus_vexator,1
Eniwetok,Coleoptera,Anthicidae,Anthicus_vexator,1
Kwajalein,Coleoptera,Anthicidae,Anthicus_vexator,1
Majuro,Coleoptera,Anthicidae,Anthicus_vexator,1
Onotoa,Coleoptera,Anthicidae,Anthicus_vexator,1
Pokak,Coleoptera,Anthicidae,Anthicus_vexator,1
Wake,Coleoptera,Anthicidae,Anthicus_vexator,1
Wotho,Coleoptera,Anthicidae,Anthicus_vexator,1
Diego_Garcia,Coleoptera,Anthicidae,Anthicus_sp,1
Ngcheangel,Coleoptera,Anthicidae,Mirosternus_gressitti,1
Nomwin,Coleoptera,Anthicidae,Mirosternus_gressitti,1
Kavaratti,Coleoptera,Anthicidae,Notoxus_sp,1
Abariringa,Coleoptera,Anthicidae,Sapintus_oceanicus,1
Arno,Coleoptera,Anthicidae,Sapintus_oceanicus,1
Jaluit,Coleoptera,Anthicidae,Sapintus_oceanicus,1
Kwajalein,Coleoptera,Anthicidae,Sapintus_oceanicus,1
Onotoa,Coleoptera,Anthicidae,Sapintus_oceanicus,1
South_Keeling,Coleoptera,Anthicidae,Sapintus_oceanicus,1
Ulithi,Coleoptera,Anthicidae,Sapintus_oceanicus,1
Utirik,Coleoptera,Anthicidae,Sapintus_oceanicus,1
Wotho,Coleoptera,Anthicidae,Sapintus_oceanicus,1
Midway,Coleoptera,Anthicidae,Stricticollis_tobias,1
Kure,Coleoptera,Anthribidae,Araecerus_fasciculatus,1
Laysan,Coleoptera,Anthribidae,Araecerus_fasciculatus,1
Midway,Coleoptera,Anthribidae,Araecerus_fasciculatus,1
Pearl_and_Hermes,Coleoptera,Anthribidae,Araecerus_fasciculatus,1
South_Keeling,Coleoptera,Anthribidae,Araecerus_fasciculatus,1
Midway,Coleoptera,Anthribidae,Araecerus_levipennis,1
Abariringa,Coleoptera,Anthribidae,Araecerus_vieillardi,1
Oeno,Coleoptera,Anthribidae,Araecerus_vieillardi,1
Palmyra,Coleoptera,Anthribidae,Araecerus_vieillardi,1
Kwajalein,Coleoptera,Anthribidae,Araecerus_sp,1
South_Keeling,Coleoptera,Anthribidae,Araecerus_sp,1
Midway,Coleoptera,Anthribidae,Exillis_lepidus,1
Palmyra,Coleoptera,Anthribidae,Mauia_subnotata,1
Takapoto,Coleoptera,Anthribidae,Mauia_subnotata,1
Aldabra,Coleoptera,Anthribidae,Phloeobius_pustulosus,1
Arno,Coleoptera,Aphodiidae,Airapus_interstitialis,1
Arno,Coleoptera,Aphodiidae,Ataenius_liogaster,1
Arno,Coleoptera,Aphodiidae,Ataenius_peregrinator,1
Kwajalein,Coleoptera,Aphodiidae,Neotrichiorhyssemus_esakii,1
Kure,Coleoptera,Aphodiidae,Platytomus_micros,1
Laysan,Coleoptera,Aphodiidae,Platytomus_parvulus,1
Clipperton,Coleoptera,Aphodiidae,Platytomus_sp,1
Abariringa,Coleoptera,Aphodiidae,Pleurophorus_parvulus,1
Laysan,Coleoptera,Aphodiidae,Pleurophorus_parvulus,1
Midway,Coleoptera,Aphodiidae,Pleurophorus_parvulus,1
South_Keeling,Coleoptera,Aphodiidae,Rhyssemus_insictus,1
Kwajalein,Coleoptera,Aphodiidae,Rhyssemus_sp,1
Abariringa,Coleoptera,Aphodiidae,Saprosites_pygmaeus,1
Arno,Coleoptera,Aphodiidae,Saprosites_pygmaeus,1
Kure,Coleoptera,Aphodiidae,Saprosites_pygmaeus,1
Palmyra,Coleoptera,Aphodiidae,Saprosites_pygmaeus,1
Ulithi,Coleoptera,Aphodiidae,Saprosites_pygmaeus,1
Kure,Coleoptera,Aphodiidae,Saprosites_sp,1
Kwajalein,Coleoptera,Aphodiidae,Trichiorhyssemus_sp,1
Johnston,Coleoptera,Bostrichidae,Amphicerus_cornutus,1
Wake,Coleoptera,Bostrichidae,Amphicerus_cornutus,1
Aldabra,Coleoptera,Bostrichidae,Apate_congener,1
Kwajalein,Coleoptera,Bostrichidae,Dinoderus_bifoveolatus,1
Ngcheangel,Coleoptera,Bostrichidae,Dinoderus_minutus,1
Midway,Coleoptera,Bostrichidae,Heterobostrychus_aequalis,1
Diego_Garcia,Coleoptera,Bostrichidae,Lyctus_brunneus,1
Midway,Coleoptera,Bostrichidae,Lyctus_brunneus,1
Takapoto,Coleoptera,Bostrichidae,Lyctus_brunneus,1
South_Keeling,Coleoptera,Bostrichidae,Minthea_rugicollis,1
South_Keeling,Coleoptera,Bostrichidae,Rhyzopertha_dominica,1
Aldabra,Coleoptera,Bostrichidae,Sinoxylon_unidentatum,1
Ant,Coleoptera,Bostrichidae,Xylothrips_religiosus,1
Takapoto,Coleoptera,Bostrichidae,Xylothrips_religiosus,1
Aldabra,Coleoptera,Bothrideridae,Bothrideres_fryeri,1
Diego_Garcia,Coleoptera,Brentidae,Cylas_formicarius,1
Majuro,Coleoptera,Brentidae,Cylas_formicarius,1
South_Keeling,Coleoptera,Brentidae,Cylas_formicarius,1
South_Keeling,Coleoptera,Buprestidae,Agrilus_occipitalis,1
Aldabra,Coleoptera,Buprestidae,Aldabrica_fryeri,1
South_Keeling,Coleoptera,Buprestidae,Chrysodema_simplex,1
Aldabra,Coleoptera,Buprestidae,Sponsor_pilosellus,1
Kapingamarangi,Coleoptera,Cantharidae,Caccodes_marquesanus,1
Aldabra,Coleoptera,Carabidae,Abacetus_gondati,1
Aldabra,Coleoptera,Carabidae,Acupalpus_alluaudi,1
Aldabra,Coleoptera,Carabidae,Chlaenius_allacteus,1
Aldabra,Coleoptera,Carabidae,Chlaenius_bisignatus,1
Clipperton,Coleoptera,Carabidae,Cicindela_trifasciata,1
Aldabra,Coleoptera,Carabidae,Elaphropus_ascendens,1
Aldabra,Coleoptera,Carabidae,Elaphropus_bibulus,1
Abariringa,Coleoptera,Carabidae,Elaphropus_ceylanicus,1
Arno,Coleoptera,Carabidae,Elaphropus_yunax,1
Jaluit,Coleoptera,Carabidae,Elaphropus_yunax,1
Onotoa,Coleoptera,Carabidae,Elaphropus_yunax,1
Ulithi,Coleoptera,Carabidae,Endynomena_pradieri,1
Aldabra,Coleoptera,Carabidae,Liagonum_fulvipes,1
Aldabra,Coleoptera,Carabidae,Myriochila_perplexa,1
Aldabra,Coleoptera,Carabidae,Myriochlia_trilunaris,1
Farquhar,Coleoptera,Carabidae,Myriochlia_trilunaris,1
Aldabra,Coleoptera,Carabidae,Pachycallida_rufoplagiata,1
Kapingamarangi,Coleoptera,Carabidae,Perigona_nigriceps,1
Aldabra,Coleoptera,Carabidae,Pheropsophus_humeralis,1
Aldabra,Coleoptera,Carabidae,Platymetopus_interpunctatus,1
Cosmoledo,Coleoptera,Carabidae,Platymetopus_interpunctatus,1
Ulithi,Coleoptera,Carabidae,Rhyzodiastes_polinosus,1
Kwajalein,Coleoptera,Carabidae,Selenophorus_sp,1
Aldabra,Coleoptera,Carabidae,Siopelus_pavoninus,1
Farquhar,Coleoptera,Carabidae,Siopelus_pavoninus,1
Aldabra,Coleoptera,Carabidae,Siopelus_pulchellus,1
Cosmoledo,Coleoptera,Carabidae,Siopelus_pulchellus,1
Farquhar,Coleoptera,Carabidae,Siopelus_pulchellus,1
Aldabra,Coleoptera,Carabidae,Stenolophus_laticollis,1
Arno,Coleoptera,Carabidae,Stenolophus_smaragdulus,1
Eniwetok,Coleoptera,Carabidae,Stenolophus_smaragdulus,1
Jaluit,Coleoptera,Carabidae,Stenolophus_smaragdulus,1
Kwajalein,Coleoptera,Carabidae,Stenolophus_smaragdulus,1
Majuro,Coleoptera,Carabidae,Stenolophus_smaragdulus,1
Ulithi,Coleoptera,Carabidae,Stenolophus_smaragdulus,1
Aldabra,Coleoptera,Carabidae,Stenolophus_trivittis,1
Aldabra,Coleoptera,Carabidae,Tachys_brevicornis,1
Laysan,Coleoptera,Carabidae,Tachys_oahuensis,1
Arno,Coleoptera,Carabidae,Tachys_sexguttatus,1
Abariringa,Coleoptera,Carabidae,Tachys_sp,1
Aldabra,Coleoptera,Carabidae,Tetragonoderus_bilunatus,1
Farquhar,Coleoptera,Carabidae,Tetragonoderus_bilunatus,1
Ngcheangel,Coleoptera,Cerambycidae,Acalolepta_acanthocinoides,1
Kapingamarangi,Coleoptera,Cerambycidae,Acalolepta_fasciata,1
Nukunonu,Coleoptera,Cerambycidae,Acalolepta_fasciata,1
South_Keeling,Coleoptera,Cerambycidae,Acalolepta_nativitatis,1
Nomwin,Coleoptera,Cerambycidae,Caroliniella_aenescens,1
Kwajalein,Coleoptera,Cerambycidae,Ceresium_adamsi,1
South_Keeling,Coleoptera,Cerambycidae,Ceresium_flavipes,1
Arno,Coleoptera,Cerambycidae,Ceresium_robustum,1
Funafuti,Coleoptera,Cerambycidae,Ceresium_unicolor,1
Johnston,Coleoptera,Cerambycidae,Ceresium_unicolor,1
Majuro,Coleoptera,Cerambycidae,Ceresium_unicolor,1
Midway,Coleoptera,Cerambycidae,Ceresium_unicolor,1
Takapoto,Coleoptera,Cerambycidae,Ceresium_unicolor,1
Ulithi,Coleoptera,Cerambycidae,Ceresium_unicolor,1
South_Keeling,Coleoptera,Cerambycidae,Chlorophorus_annularis,1
Aldabra,Coleoptera,Cerambycidae,Coptops_aedificator,1
Diego_Garcia,Coleoptera,Cerambycidae,Coptops_aedificator,1
Aldabra,Coleoptera,Cerambycidae,Idobrium_femoratum,1
Aldabra,Coleoptera,Cerambycidae,Idobrium_voeltzkowii,1
Aldabra,Coleoptera,Cerambycidae,Iresioides_aldabrensis,1
Ailuk,Coleoptera,Cerambycidae,Longipalpus_guamensis,1
Takapoto,Coleoptera,Cerambycidae,Longipalpus_gynandropsidis,1
Kapingamarangi,Coleoptera,Cerambycidae,Miaenia_argentipleura,1
Ulithi,Coleoptera,Cerambycidae,Miaenia_atollorum,1
Etal,Coleoptera,Cerambycidae,Miaenia_aureopleura,1
Kwajalein,Coleoptera,Cerambycidae,Mycerinopsis_alternans,1
Midway,Coleoptera,Cerambycidae,Mycerinopsis_alternans,1
Ngcheangel,Coleoptera,Cerambycidae,Mycerinopsis_alternans,1
Rose,Coleoptera,Cerambycidae,Mycerinopsis_alternans,1
Ulithi,Coleoptera,Cerambycidae,Mycerinopsis_alternans,1
Kwajalein,Coleoptera,Cerambycidae,Mycerinopsis_ponapensis,1
Glorioso,Coleoptera,Cerambycidae,Olenecamptus_bilobus,1
Arno,Coleoptera,Cerambycidae,Oopsis_marshallensis,1
Jaluit,Coleoptera,Cerambycidae,Oopsis_marshallensis,1
Majuro,Coleoptera,Cerambycidae,Oopsis_marshallensis,1
Nukunonu,Coleoptera,Cerambycidae,Oopsis_nutator,1
Arno,Coleoptera,Cerambycidae,Paremeopedus_minimus,1
Ngcheangel,Coleoptera,Cerambycidae,Paremeopedus_minimus,1
Pingelap,Coleoptera,Cerambycidae,Paremeopedus_minimus,1
Wake,Coleoptera,Cerambycidae,Paremeopedus_wakensis,1
Laysan,Coleoptera,Cerambycidae,Placosternus_crinicornis,1
Eniwetok,Coleoptera,Cerambycidae,Rhytiphora_atlantica,1
Kwajalein,Coleoptera,Cerambycidae,Rhytiphora_atlantica,1
Ujelang,Coleoptera,Cerambycidae,Rhytiphora_atlantica,1
Aldabra,Coleoptera,Cerambycidae,Rhytiphora_dentata,1
Arno,Coleoptera,Cerambycidae,Rhytiphora_major,1
Kwajalein,Coleoptera,Cerambycidae,Rhytiphora_hibisci,1
Majuro,Coleoptera,Cerambycidae,Rhytiphora_hibisci,1
Utirik,Coleoptera,Cerambycidae,Rhytiphora_hibisci,1
Jaluit,Coleoptera,Cerambycidae,Rhytiphora_xyalopus,1
Ulithi,Coleoptera,Cerambycidae,Ropica_squamulosa,1
Takapoto,Coleoptera,Cerambycidae,Xystrocera_globosa,1
Midway,Coleoptera,Chrysomelidae,Acanthoscelides_macrophthalmus,1
Eniwetok,Coleoptera,Chrysomelidae,Aphthona_scutellata,1
Ulithi,Coleoptera,Chrysomelidae,Aphthona_scutellata,1
Sorol,Coleoptera,Chrysomelidae,Aphtona_nanyoensis,1
Aldabra,Coleoptera,Chrysomelidae,Aspidimorpha_apicalis,1
Kavaratti,Coleoptera,Chrysomelidae,Aulacophora_cincta,1
Ngcheangel,Coleoptera,Chrysomelidae,Aulacophora_indica,1
Ngcheangel,Coleoptera,Chrysomelidae,Aulacophora_marginalis,1
Aldabra,Coleoptera,Chrysomelidae,Bikasha_tenuipunctata,1
Arno,Coleoptera,Chrysomelidae,Brontispa_chalybeipennis,1
Jaluit,Coleoptera,Chrysomelidae,Brontispa_chalybeipennis,1
Kwajalein,Coleoptera,Chrysomelidae,Brontispa_chalybeipennis,1
Likiep,Coleoptera,Chrysomelidae,Brontispa_chalybeipennis,1
Majuro,Coleoptera,Chrysomelidae,Brontispa_chalybeipennis,1
Losap,Coleoptera,Chrysomelidae,Brontispa_mariana,1
Nomwin,Coleoptera,Chrysomelidae,Brontispa_mariana,1
Ulithi,Coleoptera,Chrysomelidae,Brontispa_mariana,1
South_Keeling,Coleoptera,Chrysomelidae,Callosobruchus_analis,1
Majuro,Coleoptera,Chrysomelidae,Cassida_circumdata,1
Majuro,Coleoptera,Chrysomelidae,Chaetocnema_confinis,1
Ngcheangel,Coleoptera,Chrysomelidae,Coenobius_glochidionis,1
Ngcheangel,Coleoptera,Chrysomelidae,Coenobius_macarangae,1
Diego_Garcia,Coleoptera,Chrysomelidae,Colasposoma_distinctum,1
Midway,Coleoptera,Chrysomelidae,Diachus_auratus,1
Aldabra,Coleoptera,Chrysomelidae,Keeta_aldabrana,1
Aldabra,Coleoptera,Chrysomelidae,Keeta_fryeri,1
Midway,Coleoptera,Chrysomelidae,Mimosestes_nubigens,1
Kwajalein,Coleoptera,Chrysomelidae,Pagria_signata,1
Aldabra,Coleoptera,Chrysomelidae,Rhyparidula_insularis,1
Aldabra,Coleoptera,Chrysomelidae,Spermophagus_convolvuli,1
Nomwin,Coleoptera,Chrysomelidae,Sphaeroderma_wedeliae,1
Satawan,Coleoptera,Chrysomelidae,Sphaeroderma_wedeliae,1
Midway,Coleoptera,Chrysomelidae,Stator_pruininus,1
Aldabra,Coleoptera,Ciidae,Cis_aldabranus,1
Midway,Coleoptera,Ciidae,Cis_sp,1
Takapoto,Coleoptera,Ciidae,Cis_sp,1
Aldabra,Coleoptera,Ciidae,Ceracis_cucullatus,1
Abariringa,Coleoptera,Cleridae,Necrobia_rufipes,1
Aldabra,Coleoptera,Cleridae,Necrobia_rufipes,1
Astove,Coleoptera,Cleridae,Necrobia_rufipes,1
Cosmoledo,Coleoptera,Cleridae,Necrobia_rufipes,1
Diego_Garcia,Coleoptera,Cleridae,Necrobia_rufipes,1
Laysan,Coleoptera,Cleridae,Necrobia_rufipes,1
Midway,Coleoptera,Cleridae,Necrobia_rufipes,1
Pearl_and_Hermes,Coleoptera,Cleridae,Necrobia_rufipes,1
South_Keeling,Coleoptera,Cleridae,Necrobia_rufipes,1
Takapoto,Coleoptera,Cleridae,Necrobia_rufipes,1
Aldabra,Coleoptera,Cleridae,Platyclerus_planatus,1
Cosmoledo,Coleoptera,Coccinellidae,Brumoides_suturalis,1
Diego_Garcia,Coleoptera,Coccinellidae,Cheilomenes_sexmaculata,1
Aldabra,Coleoptera,Coccinellidae,Cheilomenes_sulphurea,1
Cosmoledo,Coleoptera,Coccinellidae,Cheilomenes_sulphurea,1
Aldabra,Coleoptera,Coccinellidae,Chilocorus_nigritus,1
Diego_Garcia,Coleoptera,Coccinellidae,Chilocorus_nigritus,1
Kavaratti,Coleoptera,Coccinellidae,Chilocorus_subindicus,1
Arno,Coleoptera,Coccinellidae,Coccinella_repanda,1
Diego_Garcia,Coleoptera,Coccinellidae,Coccinella_repanda,1
Kwajalein,Coleoptera,Coccinellidae,Coccinella_repanda,1
Likiep,Coleoptera,Coccinellidae,Coccinella_repanda,1
Majuro,Coleoptera,Coccinellidae,Coccinella_repanda,1
Onotoa,Coleoptera,Coccinellidae,Coccinella_repanda,1
Ulithi,Coleoptera,Coccinellidae,Coccinella_repanda,1
Diego_Garcia,Coleoptera,Coccinellidae,Coccinella_transversalis,1
South_Keeling,Coleoptera,Coccinellidae,Coccinella_transversalis,1
Ailuk,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Arno,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Eniwetok,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Jaluit,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Johnston,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Kure,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Kwajalein,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Lae,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Majuro,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Midway,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Nukunonu,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Palmyra,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Ujae,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Ujelang,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Ulithi,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Wake,Coleoptera,Coccinellidae,Coelophora_inaequalis,1
Midway,Coleoptera,Coccinellidae,Cryptolaemus_montrouzieri,1
Midway,Coleoptera,Coccinellidae,Curinus_coeruleus,1
Laysan,Coleoptera,Coccinellidae,Diomus_debilis,1
Midway,Coleoptera,Coccinellidae,Diomus_debilis,1
Aldabra,Coleoptera,Coccinellidae,Exochomus_flavipes,1
Cosmoledo,Coleoptera,Coccinellidae,Exochomus_flavipes,1
Aldabra,Coleoptera,Coccinellidae,Exochomus_laeviusculus,1
Abariringa,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Arno,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Bikar,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Bikini,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Eniwetok,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Jaluit,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Kwajalein,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Majuro,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Pokak,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Rongelap,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Taka,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Ujae,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Ujelang,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Wotho,Coleoptera,Coccinellidae,Harmonia_octomaculata,1
Clipperton,Coleoptera,Coccinellidae,Hippodamia_convergens,1
Midway,Coleoptera,Coccinellidae,Nephus_bipunctatus,1
Eniwetok,Coleoptera,Coccinellidae,Nephus_roepkei,1
Jaluit,Coleoptera,Coccinellidae,Nephus_roepkei,1
Kwajalein,Coleoptera,Coccinellidae,Nephus_roepkei,1
Majuro,Coleoptera,Coccinellidae,Nephus_roepkei,1
Wake,Coleoptera,Coccinellidae,Nephus_roepkei,1
Majuro,Coleoptera,Coccinellidae,Novius_breviusculus,1
Johnston,Coleoptera,Coccinellidae,Olla_v-nigrum,1
Midway,Coleoptera,Coccinellidae,Olla_v-nigrum,1
Diego_Garcia,Coleoptera,Coccinellidae,Platynaspis_capicola,1
South_Keeling,Coleoptera,Coccinellidae,Pullus_arrowi,1
Midway,Coleoptera,Coccinellidae,Rhyzobius_forestieri,1
Midway,Coleoptera,Coccinellidae,Rhyzobius_lophantae,1
Palmyra,Coleoptera,Coccinellidae,Rhyzobius_lophantae,1
Rangiroa,Coleoptera,Coccinellidae,Rhyzobius_lophantae,1
South_Keeling,Coleoptera,Coccinellidae,Rhyzobius_lophantae,1
Kwajalein,Coleoptera,Coccinellidae,Rodolia_cardinalis,1
Majuro,Coleoptera,Coccinellidae,Rodolia_cardinalis,1
Midway,Coleoptera,Coccinellidae,Rodolia_cardinalis,1
Kwajalein,Coleoptera,Coccinellidae,Rodolia_pumila,1
Ngcheangel,Coleoptera,Coccinellidae,Rodolia_pumila,1
Nomwin,Coleoptera,Coccinellidae,Rodolia_pumila,1
Midway,Coleoptera,Coccinellidae,Scymnobius_bilucernarius,1
Midway,Coleoptera,Coccinellidae,Scymnodes_lividigaster,1
Laysan,Coleoptera,Coccinellidae,Scymnus_kinbergi,1
French_Frigate_Shoals,Coleoptera,Coccinellidae,Scymnus_loewii,1
Johnston,Coleoptera,Coccinellidae,Scymnus_loewii,1
Kure,Coleoptera,Coccinellidae,Scymnus_loewii,1
Laysan,Coleoptera,Coccinellidae,Scymnus_loewii,1
Pearl_and_Hermes,Coleoptera,Coccinellidae,Scymnus_loewii,1
Wake,Coleoptera,Coccinellidae,Scymnus_loewii,1
Johnston,Coleoptera,Coccinellidae,Scymnus_notescens,1
Kure,Coleoptera,Coccinellidae,Scymnus_notescens,1
Midway,Coleoptera,Coccinellidae,Scymnus_notescens,1
Palmyra,Coleoptera,Coccinellidae,Scymnus_notescens,1
Eniwetok,Coleoptera,Coccinellidae,Scymnus_nubilus,1
Kavaratti,Coleoptera,Coccinellidae,Scymnus_nubilus,1
Kwajalein,Coleoptera,Coccinellidae,Scymnus_nubilus,1
Wake,Coleoptera,Coccinellidae,Scymnus_nubilus,1
Nomwin,Coleoptera,Coccinellidae,Scymnus_trukensis,1
Jaluit,Coleoptera,Coccinellidae,Scymnus_uncinus,1
Diego_Garcia,Coleoptera,Coccinellidae,Scymnus_sp,1
Kwajalein,Coleoptera,Coccinellidae,Scymnus_sp,1
Kavaratti,Coleoptera,Coccinellidae,Serangium_parcesetosum,1
South_Keeling,Coleoptera,Coccinellidae,Sticholotis_rugicollis,1
Kwajalein,Coleoptera,Coccinellidae,Telsimia_nitida,1
Midway,Coleoptera,Coccinellidae,Telsimia_nitida,1
Kure,Coleoptera,Corylophidae,Sericoderus_minutus,1
Laysan,Coleoptera,Corylophidae,Sericoderus_minutus,1
Midway,Coleoptera,Corylophidae,Sericoderus_sp,1
South_Keeling,Coleoptera,Cryptophagidae,Paramecosoma_sp,1
Wake,Coleoptera,Curculionidae,Acalles_wilkesi,1
South_Keeling,Coleoptera,Curculionidae,Acalles_sp,1
Aldabra,Coleoptera,Curculionidae,Barianus_litoralis,1
Cosmoledo,Coleoptera,Curculionidae,Barianus_litoralis,1
Farquhar,Coleoptera,Curculionidae,Barianus_litoralis,1
Midway,Coleoptera,Curculionidae,Baridius_cf_aterrimus,1
Jaluit,Coleoptera,Curculionidae,Bostrichus_areccae,1
